,r,Hx,CHx,Ne,Ve,Na,Va,PiEgoGalter,PiEgoGalters
2302,6,13.338389000000001,7.031078999999999,43022,5081,22384,9398,0.0,0.5100673245133549
2303,7,7.414368,7.009819,43022,5081,2887,1965,0.47885137556601315,0.5117854880302558
2304,8,11.951497,6.991289999999999,43022,5081,30966,12220,0.05369350768567505,0.5132818188400198
2305,9,13.004748,6.990583999999999,43022,5081,11318,5248,0.0,0.513338812044043
2306,10,9.174135,6.924113,43022,5081,29095,14108,0.3290166267185431,0.5186980436074745
2307,11,9.628353,6.880025,43022,5081,32184,13985,0.2882659504956924,0.5222452839122634
2308,12,7.786986,6.796239999999999,43022,5081,19437,10778,0.44805462586377165,0.5289703996436237
2309,13,12.258906,6.786917999999999,43022,5081,27471,10896,0.011621423389972496,0.5297173461131887
2310,14,7.284331,6.782605,43022,5081,1077,827,0.48949336223174345,0.5300628474851845
2311,15,11.200575,6.763510000000001,43022,5081,30148,11731,0.1369804941850359,0.5315918252002622
2312,1,8.339296000000001,8.339296000000001,10399,2907,29177,12681,0.35685616415897886,0.35685616415897886
2313,2,12.461207,8.253391,10399,2907,32318,12092,0.0,0.36489953963066385
2314,3,8.288505,7.8213479999999995,10399,2907,27497,13049,0.3616163541753935,0.40480086929212616
2315,4,8.665184,7.674078999999999,10399,2907,26858,11419,0.325985777952274,0.4182027918152613
2316,5,8.271758,7.53903,10399,2907,20479,10382,0.3631829954795057,0.4304082979309088
2317,6,10.62513,7.483221,10399,2907,31768,11953,0.12329050261382796,0.43542918956519777
2318,7,9.060759,7.43164,10399,2907,29527,11659,0.28768579826922125,0.44005791436037606
2319,8,8.266233,7.320533,10399,2907,24766,11893,0.3636995317698346,0.4499903611168987
2320,9,7.735971000000001,7.287303,10399,2907,5493,3506,0.41258228615647413,0.4529510124077599
2321,10,7.970519,7.11924,10399,2907,24475,12137,0.3911249425172981,0.46785573914243245
2322,11,8.159678,7.053561,10399,2907,21328,12083,0.37363130582274595,0.47364966126935004
2323,12,8.193669,7.0185770000000005,10399,2907,16029,8706,0.370469253715416,0.47672882580550485
2324,13,8.259267999999999,6.9589300000000005,10399,2907,31563,15549,0.36435047326308717,0.48196764853202556
2325,14,8.146189999999999,6.920607,10399,2907,21324,11004,0.3748844550672606,0.4853262467681729
2326,15,8.204415,6.896228,10399,2907,16757,8830,0.36946839677402715,0.4874598376667863
2327,1,7.353225999999999,7.353225999999999,41586,4732,8225,4510,0.4794824931927429,0.4794824931927429
2328,2,9.290161999999999,7.119978999999999,41586,4732,14536,6504,0.31239410422525776,0.4986877999594485
2329,3,7.358141000000001,6.614669999999999,41586,4732,14472,7468,0.47907590121478294,0.5397070350690009
2330,4,9.289261999999999,6.5182519999999995,41586,4732,21630,8883,0.3124754051281199,0.5474452110072087
2331,5,8.053399,6.424821,41586,4732,14704,6562,0.4207368565810276,0.5549171037103099
2332,6,8.580849,6.333589,41586,4732,28882,11750,0.37530865873434416,0.5621880995517381
2333,7,7.2500089999999995,6.098523999999999,41586,4732,27369,13606,0.4880029113583504,0.5808094248967935
2334,8,7.1077770000000005,5.978695,41586,4732,18421,9883,0.49968769817352643,0.5902400349230654
2335,9,10.150725,5.962804,41586,4732,30833,11902,0.23261490407170554,0.5914875449568725
2336,10,7.243519999999999,5.900530000000001,41586,4732,16716,9188,0.4885374153800479,0.5963692956953354
2337,11,8.031834,5.855955000000001,41586,4732,33627,14281,0.42257185436310485,0.5998567416163572
2338,12,12.231289,5.8515760000000006,41586,4732,27350,10816,0.0,0.6001990365895631
2339,13,7.361699000000001,5.797356,41586,4732,31741,14779,0.47878151733425645,0.604432714825649
2340,14,7.274828,5.747458,41586,4732,28923,14326,0.4859572956513892,0.6083214765299438
2341,15,7.25356,5.700252,41586,4732,32536,15385,0.48771035516185357,0.6119938880204112
2344,1,8.090466000000001,8.090466000000001,30745,6025,22012,10961,0.434321242098736,0.434321242098736
2345,2,9.146795,7.755329,30745,6025,29562,13394,0.345622305741132,0.4616676942954462
2346,3,10.111235,7.634780999999999,30745,6025,30573,12930,0.26066297451750775,0.471418293279647
2347,4,9.149442,7.597914,30745,6025,9037,4698,0.3453947996460597,0.4743914403090107
2348,5,8.186492,7.320941,30745,6025,29525,14545,0.4264192015608757,0.4965976702777467
2349,6,7.650917,7.261186,30745,6025,5349,3521,0.4701157020587591,0.5013587935928691
2350,7,8.347275,7.146019,30745,6025,29074,14340,0.41311975272840407,0.5105057521916639
2351,8,8.573989,7.124303,30745,6025,7543,4112,0.3942166634230253,0.5122262255012496
2352,9,8.29521,7.035375,30745,6025,29299,13855,0.4174359046553187,0.5192575628841481
2353,10,7.969425,7.0137979999999995,30745,6025,4739,2907,0.44423909479305074,0.5209602109812101
2354,11,8.065872,6.956005,30745,6025,14509,8002,0.43634025311818125,0.5255141755560296
2355,12,9.379549,6.9553720000000006,30745,6025,1383,905,0.3255066802274617,0.5255640023238077
2356,13,7.805889,6.939155,30745,6025,3733,2440,0.45756478068335815,0.5268401425438005
2357,14,8.008939999999999,6.937157000000001,30745,6025,802,600,0.44100650065931196,0.526997316886144
2358,15,8.961022,6.88979,30745,6025,33406,14795,0.36151945977608346,0.5307201923881456
2359,1,8.520352,8.520352,32056,6036,19077,9956,0.3988372780430253,0.3988372780430253
2360,2,8.156995,8.274597,32056,6036,6474,3833,0.4289735149465501,0.4192686455126425
2361,3,8.999191999999999,8.047321,32056,6036,17896,8987,0.3584083646268615,0.43798315890096307
2362,4,9.314221,7.915132000000001,32056,6036,13510,7064,0.33132803429027735,0.44879084572426137
2363,5,10.626413000000001,7.788417,32056,6036,32160,14166,0.21345026028466327,0.459099080361313
2364,6,8.380258,7.743364,32056,6036,5214,3139,0.41050964959040287,0.46275206982894096
2365,7,13.826327,7.735825,32056,6036,29529,11512,0.0,0.4633627346558517
2366,8,14.040061999999999,7.731559,32056,6036,27480,11106,0.0,0.4637082063327171
2367,9,8.201045,7.71294,32056,6036,2421,1718,0.4253437500996934,0.46521536512135236
2368,10,8.956656,7.712505,32056,6036,630,444,0.36203448445956277,0.46525056447678076
2369,11,8.903348,7.562856,32056,6036,25028,12226,0.36656904944084984,0.47732559821705794
2370,12,9.654726,7.5593520000000005,32056,6036,3969,2268,0.30158360548129143,0.47760751920408573
2371,13,13.894428,7.551079,32056,6036,35042,13655,0.0,0.47827299250692334
2372,14,7.585438000000001,7.550039999999999,32056,6036,314,263,0.4755078324760758,0.47835655425558615
2373,15,9.009521000000001,7.448661,32056,6036,24459,12034,0.35752677385935994,0.48649442884539185
2374,1,9.012129,9.012129,31816,5117,28795,11294,0.3439044054734932,0.3439044054734932
2375,2,8.419227000000001,8.127481,31816,5117,31302,12799,0.39523985663302197,0.42000313900682035
2376,3,10.078106,8.018265,31816,5117,30410,11753,0.2475548704202909,0.42919460986145397
2377,4,7.638008,7.065039,31816,5117,25533,12172,0.4608768373084587,0.5077258811607956
2378,5,11.364817,7.042117999999999,31816,5117,30409,11992,0.12072459536922509,0.5095787215882125
2379,6,7.5723899999999995,6.823514,31816,5117,26305,12017,0.4662952052448435,0.5271699241355403
2380,7,7.7527029999999995,6.736632000000001,31816,5117,18378,8479,0.4513719447915996,0.534121665642223
2381,8,8.262366,6.734762,31816,5117,1641,1040,0.4085927837058881,0.5342710451729045
2382,9,7.5853600000000005,6.726757000000001,31816,5117,1965,1208,0.46522532929289745,0.5349103846180596
2383,10,8.017503,6.698682000000001,31816,5117,10518,5002,0.42925859174132003,0.5371511702861302
2384,11,9.218667,6.67972,31816,5117,13027,5922,0.3256752845642209,0.5386632944411561
2385,12,10.262029,6.663697,31816,5117,19742,8161,0.23028346749765027,0.5399402237465621
2386,13,7.3282869999999996,6.655636,31816,5117,1330,871,0.48632994780884736,0.5405823480711992
2387,14,9.514535,6.620338,31816,5117,30920,11669,0.29921738132150577,0.5433918771057252
2388,15,9.033662,6.587306,31816,5117,25571,10125,0.34201269981474997,0.5460177421627664
2389,1,9.295061,9.295061,24598,5544,28392,13157,0.3258151079099997,0.3258151079099997
2390,2,9.154973,8.964445,24598,5544,8722,4653,0.3380741027396112,0.3546129574912203
2391,3,9.528774,8.616181,24598,5544,28971,13184,0.30516685351877365,0.3844670931723835
2392,4,11.7367,8.560842999999998,24598,5544,25618,9850,0.09185855956943739,0.3891679954177123
2393,5,11.939016,8.503282,24598,5544,30302,11510,0.06917282616344951,0.3940456957756548
2394,6,11.312142,8.449150999999999,24598,5544,29504,11761,0.13667720579954576,0.3986216632560831
2395,7,10.39049,8.387133,24598,5544,23227,10053,0.22659048509005209,0.4038513166227162
2396,8,13.307057,8.376196,24598,5544,31783,11938,0.0,0.4047721440198734
2397,9,12.081249,8.35356,24598,5544,28059,10788,0.05240460657145521,0.40667659850206017
2398,10,8.079118,7.7141,24598,5544,12408,6971,0.42962375658184704,0.4597510846393718
2399,11,8.197904,7.406973,24598,5544,24023,12262,0.41972361203475206,0.4847692242961927
2400,12,11.483151,7.3851130000000005,24598,5544,32009,12550,0.11898346668113809,0.48653874312924
2401,13,11.288588,7.367903999999999,24598,5544,24367,9880,0.1390826493460461,0.48793074511189793
2402,14,7.951691,7.141731,24598,5544,22416,12084,0.4401910189633708,0.5061420890514021
2403,15,9.046497,7.1087869999999995,24598,5544,19288,8846,0.3475089327544239,0.5087819349731066
2404,1,10.963683,10.963683,31658,6814,23197,11748,0.19491220523390515,0.19491220523390515
2405,2,10.002552,10.023624,31658,6814,13857,7484,0.28188363522545806,0.28003169684330714
2406,3,14.416224,10.010069999999999,31658,6814,29037,11592,0.0,0.2812231535427663
2407,4,8.657632000000001,8.756882000000001,31658,6814,11396,7264,0.39619063742306737,0.387989097142646
2408,5,12.59651,8.683591,31658,6814,33154,13893,0.02336109330294192,0.3940487551192878
2409,6,8.832402,8.441819,31658,6814,10089,6259,0.38172575897297817,0.4139102246411811
2410,7,13.168025,8.413561999999999,31658,6814,30451,12308,0.0,0.416218966772117
2411,8,14.450504,8.412778999999999,31658,6814,25579,10460,0.0,0.4162829050794733
2412,9,9.570727,8.261211,31658,6814,18563,9827,0.319383842503356,0.42862266012511996
2413,10,12.097818,8.260480000000001,31658,6814,5496,2834,0.08213510390581558,0.428681996883532
2414,11,13.700301000000001,8.254118,31658,6814,24398,9949,0.0,0.42919834231784076
2415,12,13.868093,8.249680999999999,31658,6814,26916,10959,0.0,0.4295583776788211
2416,13,8.813260000000001,8.247043,31658,6814,884,686,0.3833152010579217,0.4297724058635741
2417,14,9.285381,8.198606,31658,6814,9567,5595,0.3437260579678919,0.4336983539360885
2418,15,12.362962,8.174555,31658,6814,28576,12011,0.05244122363134155,0.43564502919840814
2419,1,8.550911,8.550911,14067,4187,13941,6979,0.36818045462266574,0.36818045462266574
2420,2,8.617361,7.928660000000001,14067,4187,29530,13689,0.3622653085691196,0.42267684043993353
2421,3,9.123786,7.780608,14067,4187,19602,8754,0.3165165633867579,0.43541896055576
2422,4,8.671242999999999,7.624575,14067,4187,24030,10591,0.35745458632440874,0.4487600846861302
2423,5,7.949674000000001,7.6079550000000005,14067,4187,2311,1498,0.42086155868115244,0.45017590854485795
2424,6,13.761664000000001,7.592252,14067,4187,27737,10834,0.0,0.45151270149732503
2425,7,8.620230000000001,7.450125999999999,14067,4187,30996,13387,0.3620094824397032,0.4635718520749349
2426,8,11.349105999999999,7.415964999999999,14067,4187,29412,11471,0.0941124306428414,0.46645972065424973
2427,9,7.078744,7.415964999999999,14067,4187,200,169,0.49475161570952314,0.46645972065424973
2428,10,11.280125,7.393,14067,4187,31327,12261,0.10192542079083582,0.46839881931213984
2429,11,7.2670580000000005,7.389498,14067,4187,945,669,0.4790005000173311,0.4686943565679556
2430,12,8.460152,7.303151,14067,4187,17439,9587,0.37622850648421025,0.4759678148458299
2431,13,7.084121000000001,7.296185,14067,4187,750,542,0.4943035239797599,0.47655347554617905
2432,14,7.984630999999999,7.287707000000001,14067,4187,2879,1723,0.4178380780085095,0.4772660315003221
2433,15,7.3091,7.283059,14067,4187,562,439,0.47546752548178484,0.47765658026930236
2434,1,9.416183,9.416183,16277,3871,17840,8660,0.2819231070804679,0.2819231070804679
2435,2,13.981767999999999,9.339978,16277,3871,34277,12045,0.0,0.28911580001285414
2436,3,10.949734,9.098638000000001,16277,3871,25751,10315,0.12743062118841714,0.3116748121228916
2437,4,8.435841,7.8114490000000005,16277,3871,29256,15447,0.3720835254208449,0.42719150110105936
2438,5,9.510016,7.706269,16277,3871,29108,13282,0.27301830183846826,0.4363202739421352
2439,6,8.208451,7.703339,16277,3871,1153,843,0.3923404903997257,0.43657396735182974
2440,7,8.856479,7.650849000000001,16277,3871,12601,6377,0.3339952892613081,0.44111328206340367
2441,8,14.842989000000001,7.650849000000001,16277,3871,29389,11649,0.0,0.44111328206340367
2442,9,10.564414999999999,7.622345,16277,3871,16898,7426,0.1684752343025347,0.443573936925207
2443,10,13.165389999999999,7.611491,16277,3871,34267,13029,0.0,0.4445101238752242
2444,11,8.538872999999999,7.5160350000000005,16277,3871,17371,9766,0.36283012665005243,0.45272454244661503
2445,12,8.793061999999999,7.5026850000000005,16277,3871,6109,3362,0.33979147758147243,0.45387067960377847
2446,13,9.388441,7.412267999999999,16277,3871,35954,16023,0.2845455692775158,0.4616160546939738
2447,14,8.377976,7.345852000000001,16277,3871,15079,8717,0.3772596916820247,0.46728651707065305
2448,15,12.321831,7.339044,16277,3871,32276,12548,0.0,0.46786687226235385
2464,1,8.952959,8.952959,30677,4348,29742,12005,0.3353653342540578,0.3353653342540578
2465,2,8.017650999999999,7.68957,30677,4348,32001,14755,0.4177241317218569,0.44579064470286756
2466,3,7.794267,7.5168729999999995,30677,4348,12227,6841,0.4368769837335693,0.460408227161516
2467,4,10.438792,7.43619,30677,4348,33343,12353,0.1952086589508486,0.46720169174891585
2468,5,10.730367999999999,7.3890720000000005,30677,4348,27231,10630,0.1657606537924705,0.4711586194899734
2469,6,7.732142,7.226706,30677,4348,16314,8846,0.442170935402631,0.4847361281564753
2470,7,7.224292999999999,7.220161999999999,30677,4348,823,608,0.48493724042690156,0.4852814947761921
2471,8,10.157245,7.182171,30677,4348,27738,10837,0.22290594698856026,0.48844478150369247
2472,9,11.403286999999999,7.167624000000001,30677,4348,23400,9462,0.09356134296949534,0.48965475243711687
2473,10,11.572156,7.154468,30677,4348,18367,7355,0.07399709358848337,0.49074841971721705
2474,11,9.717394,7.11258,30677,4348,24156,9392,0.2649877817461481,0.49422678210042353
2475,12,8.265302,7.018822999999999,30677,4348,31226,13393,0.3962689111893443,0.5019914063443592
2476,13,8.138916,6.9772240000000005,30677,4348,15246,7540,0.407248133089992,0.5054272926965566
2477,14,8.054741,6.928402,30677,4348,20173,9762,0.414525934992674,0.5094526070787897
2478,15,8.407537,6.867219,30677,4348,28752,13161,0.383836600221925,0.5144862186456317
2482,1,10.949456,10.949456,18488,4298,31279,16350,0.1415033964699179,0.1415033964699179
2483,2,10.257859,10.21521,18488,4298,11863,7168,0.21179272787238934,0.21597761732144366
2484,3,11.502799000000001,10.135691,18488,4298,12854,7057,0.08034684120010106,0.22374170837237894
2485,4,9.599368,9.351131,18488,4298,13659,8258,0.2749332609795076,0.29802025549389016
2486,5,14.472207000000001,9.350136000000001,18488,4298,23139,9860,0.0,0.2981121009831846
2487,6,9.097497,9.286122,18488,4298,2137,1575,0.32126362874336156,0.3040098430350818
2488,7,9.632258,8.996947,18488,4298,17577,10476,0.27184757375456264,0.33038790086305153
2489,8,12.12224,8.954917,18488,4298,26418,12317,0.0,0.3341872868696727
2490,9,9.304246000000001,8.550075,18488,4298,30076,16573,0.3023422676549632,0.37036620045878577
2491,10,10.638256,8.457315,18488,4298,26533,14633,0.17375623327159073,0.37855417700999916
2492,11,9.126749,8.381834,18488,4298,10812,6851,0.3185998021369467,0.38519028482773227
2493,12,14.081479000000002,8.381223,18488,4298,17622,7640,0.0,0.38524390620707455
2494,13,13.648184,8.372468,18488,4298,30453,12838,0.0,0.38601207658155196
2495,14,13.88746,8.366112,18488,4298,33859,14585,0.0,0.38656955949934274
2496,15,9.703136,8.341118,18488,4298,6981,4597,0.26517559247876193,0.3887601706392171
2497,1,7.929759,7.929759,15263,3535,22085,11772,0.41009966001569675,0.41009966001569675
2498,2,8.902111999999999,7.6806149999999995,15263,3535,18292,8417,0.32163363873078843,0.43209361878555363
2499,3,7.924836,7.476075999999999,15263,3535,12398,6889,0.4105367202866325,0.44996485598544883
2500,4,10.415066,7.3829009999999995,15263,3535,32782,13188,0.17272462863275834,0.4580523165170718
2501,5,8.01622,7.3211059999999994,15263,3535,7360,4269,0.40240713152196994,0.4633979188322356
2502,6,7.9586190000000006,7.288686,15263,3535,4269,2628,0.40753545238462324,0.46619670280223857
2503,7,11.504246,7.2336800000000006,15263,3535,33479,12486,0.04731690697412223,0.470936372602821
2504,8,8.175397,7.053723,15263,3535,32548,15641,0.38816141566785595,0.48636505001794644
2505,9,8.071352000000001,6.998889999999999,15263,3535,14025,7671,0.3974854206702689,0.49104288014564557
2506,10,8.299348,6.94228,15263,3535,17862,9692,0.3769911784013712,0.4958610409297508
2507,11,7.743628999999999,6.94228,15263,3535,238,202,0.426554646030331,0.4958610409297508
2508,12,8.994978999999999,6.939461,15263,3535,1843,1176,0.3129394944280224,0.4961006725027366
2509,13,12.130436999999999,6.926272999999999,15263,3535,27207,10582,0.0,0.4972213560980648
2510,14,8.142061,6.8414649999999995,15263,3535,25903,12642,0.3911539631406623,0.5044134705051411
2511,15,7.8204139999999995,6.790328,15263,3535,11087,6022,0.41978358060808885,0.5087379394801065
2512,1,8.671059,8.671059,31286,7266,18680,10750,0.39966830924767893,0.39966830924767893
2513,2,10.847137,8.602132000000001,31286,7266,14805,6799,0.21251468674667928,0.4052919404214802
2514,3,13.439019,8.558615,31286,7266,33161,12609,0.0,0.40883448175247117
2515,4,14.758989999999999,8.555945,31286,7266,33495,12948,0.0,0.4090516370197184
2516,5,6.928528,8.555734,31286,7266,161,147,0.5374832202600012,0.40906879700311805
2517,6,12.41363,8.497286,31286,7266,32504,13278,0.05670500938267873,0.41381670957330935
2518,7,8.743639,8.228767,31286,7266,13168,7223,0.3937297922225666,0.43549150907693396
2519,8,7.857707,8.152492,31286,7266,2323,1677,0.46508437391943175,0.44160802971647684
2520,9,8.718947,7.960443,31286,7266,13968,7788,0.3957520525729621,0.45693154470182
2521,10,11.66981,7.925160000000001,31286,7266,26964,12103,0.13463717107969525,0.4597349560223611
2522,11,8.78781,7.685028999999999,31286,7266,29444,14896,0.3901071496502396,0.47871926864836345
2523,12,7.851657,7.663247999999999,31286,7266,1795,1359,0.4655635318380467,0.4804331177636839
2524,13,7.833866,7.657191,31286,7266,1298,891,0.4669719625394297,0.48090947864878614
2525,14,7.980913,7.639531,31286,7266,1974,1482,0.45530343428165654,0.4822977847449896
2526,15,8.713631,7.547585000000001,31286,7266,16554,9492,0.39618716558365535,0.4895118475530052
2527,1,11.133343,11.133343,38453,8323,31184,15686,0.20061283102106575,0.20061283102106575
2528,2,11.743219,10.744447000000001,38453,8323,32676,15819,0.14388938533091847,0.23540239777878819
2529,3,14.659555,10.734838,38453,8323,32261,12660,0.0,0.23625075922933905
2530,4,12.212127,10.697546,38453,8323,10634,5368,0.09769291260133298,0.23953841516961566
2531,5,10.634565,9.899103,38453,8323,28864,14925,0.24507379416949268,0.30829241071166774
2532,6,12.028260000000001,9.804725999999999,38453,8323,31731,15049,0.11615576844562371,0.31623420242192124
2533,7,11.00958,9.650131,38453,8323,28590,13461,0.21178498596741435,0.32916772703060937
2534,8,14.441989000000001,9.646560000000001,38453,8323,32456,12478,0.0,0.32946539575454836
2535,9,14.280423,9.643154,38453,8323,32603,12580,0.0,0.32974926560075474
2536,10,10.858637,9.471531,38453,8323,31084,16510,0.22528111511840376,0.3439970933047352
2537,11,9.853012,9.471159,38453,8323,1115,781,0.31217540733603466,0.3440278587004349
2538,12,12.56359,9.446582000000001,38453,8323,34131,15006,0.06057465548478793,0.3460593359173662
2539,13,10.457524000000001,9.420489,38453,8323,7011,4289,0.2605237350379808,0.34821374621755447
2540,14,11.572736,9.368469000000001,38453,8323,32961,15574,0.16006150059030358,0.35250161853228545
2541,15,12.574653999999999,9.351242999999998,38453,8323,27836,12737,0.05935240173780161,0.3539194026191489
2542,1,8.165589,8.165589,36366,5944,31628,16249,0.42722014720865015,0.42722014720865015
2543,2,15.176134,8.165589,36366,5944,37023,13877,0.0,0.42722014720865015
2544,3,11.924744,8.036368,36366,5944,34555,14028,0.08126889745021423,0.43785975808550215
2545,4,12.260766,7.969321000000001,36366,5944,27663,12777,0.04213015270109967,0.44335874228737915
2546,5,13.003753999999999,7.947399000000001,36366,5944,27736,10604,0.0,0.44515357568063363
2547,6,14.633725,7.945284,36366,5944,31205,11913,0.0,0.4453266569125792
2548,7,14.103843,7.938768,36366,5944,33836,13168,0.0,0.44585980443181483
2549,8,14.254449,7.935706,36366,5944,30326,11679,0.0,0.4461102943248961
2550,9,13.07489,7.917231,36366,5944,35045,13793,0.0,0.447621024388988
2551,10,11.5867,7.880242999999999,36366,5944,28087,13084,0.11742861784432795,0.45064232599073506
2552,11,14.815251000000002,7.879239,36366,5944,34962,13378,0.0,0.4507242754641723
2553,12,14.010707,7.875358,36366,5944,32292,12442,0.0,0.4510410242222345
2554,13,11.577378,7.839908,36366,5944,30253,13830,0.1183962560743694,0.453932080243207
2555,14,13.668914000000001,7.831759,36366,5944,34707,13553,0.0,0.45459609574235055
2556,15,12.97756,7.822005,36366,5944,26330,10393,0.0,0.4553906188096727
2557,1,13.246374,13.246374,29971,11235,31997,13893,0.029992230593626372,0.029992230593626372
2558,2,12.518711999999999,12.223757,29971,11235,31326,14141,0.10583732701348829,0.13372921256502834
2559,3,11.641455,11.174646000000001,29971,11235,33684,15615,0.18639008888530412,0.22693714327497522
2560,4,13.50961,11.1166,29971,11235,33677,14167,0.0,0.23189513055617864
2561,5,11.102559,10.511147,29971,11235,28931,15278,0.23309188209071272,0.28267087082251313
2562,6,10.814517,10.271168,29971,11235,18617,10686,0.2574333089735649,0.30237161894579434
2563,7,14.848797,10.269519,29971,11235,33448,13222,0.0,0.30250623219753614
2564,8,11.355294,10.107462,29971,11235,28647,13970,0.21139393329081127,0.3156868808940751
2565,9,11.088307,10.029698,29971,11235,16766,9504,0.23430561147703083,0.32197828572243126
2566,10,10.570028,9.995411,29971,11235,4434,3035,0.27780253688021966,0.32474552079364394
2567,11,10.627169,9.916494,29971,11235,9175,5413,0.27306453810324144,0.33109939619982776
2568,12,10.073345,9.896474000000001,29971,11235,4621,3098,0.3184496968765827,0.3327079074768255
2569,13,11.585658,9.894973,29971,11235,4562,2619,0.1913049142126026,0.3328284511991525
2570,14,9.611842999999999,9.88813,29971,11235,1070,709,0.3554337368148989,0.3333779092697028
2571,15,10.917545,9.758239,29971,11235,22132,12757,0.2487713681563701,0.34377795941902717
2572,1,10.348699,10.348699,29023,5351,30580,13623,0.22680226257896374,0.22680226257896374
2573,2,7.854827,7.688578999999999,29023,5351,30286,15516,0.4458518734331622,0.4595781994626696
2574,3,13.202922000000001,7.664642,29023,5351,27014,10895,0.0,0.4615471456011414
2575,4,7.971011,7.482641,29023,5351,16699,9224,0.4362047705719115,0.47645768303596464
2576,5,8.528874,7.344633999999999,29023,5351,31264,15256,0.38923090995303156,0.4876943552226106
2577,6,8.404075,7.211488,29023,5351,27814,14719,0.39983639650133085,0.49847940313739425
2578,7,10.689911,7.17695,29023,5351,26505,11664,0.1942346214561579,0.5012681903626622
2579,8,9.082085000000001,7.1378639999999995,29023,5351,18313,9802,0.3414910111686727,0.5044198460038757
2580,9,9.294871,7.118268,29023,5351,11659,5909,0.3227885350553295,0.5059982103377803
2581,10,8.116636,7.062995,29023,5351,16684,9111,0.4240485085964575,0.5104439614208313
2582,11,9.929148,7.015155,29023,5351,32728,14733,0.26575690254707207,0.5142844682417332
2583,12,11.623024000000001,6.999383,29023,5351,31647,12967,0.09921408605217119,0.5155491186954063
2584,13,7.848586999999999,6.997033999999999,29023,5351,994,764,0.4463687238805999,0.5157374058330787
2585,14,7.992750999999999,6.993888,29023,5351,1045,758,0.4343945891989439,0.5159895518278855
2586,15,11.759387,6.984046,29023,5351,31354,12847,0.0841888078071559,0.5167781796420852
2598,1,8.478375,8.478375,16893,2722,5523,3744,0.33779738737482506,0.33779738737482506
2599,2,8.344286,7.608556,16893,2722,10556,6213,0.3505923596817532,0.41914567556620075
2600,3,10.474765,7.556139999999999,16893,2722,5880,3432,0.13107267745345658,0.42393105637066675
2601,4,12.679183,7.515981,16893,2722,28192,13104,0.0,0.4275890887714764
2602,5,10.311475,7.445335000000001,16893,2722,33425,15383,0.1496404826938798,0.434006793145198
2603,6,12.112454,7.427772999999999,16893,2722,28879,12575,0.0,0.4355987757268095
2604,7,9.740399,7.381352000000001,16893,2722,10197,5549,0.2115698153422206,0.4398003344056899
2605,8,8.201837,7.198752000000001,16893,2722,10255,6434,0.36407792358351315,0.4562377015406462
2606,9,8.810253,7.170995,16893,2722,5177,3131,0.30568070192771823,0.4587240061198373
2607,10,10.867345,7.147314,16893,2722,25322,12859,0.08403287667436858,0.4608426682075596
2608,11,9.363377999999999,7.142121,16893,2722,2505,1650,0.25054350553864285,0.46130695749207
2609,12,8.213708,6.961011999999999,16893,2722,24612,13387,0.36295821105925113,0.477430018761929
2610,13,13.670532999999999,6.957828,16893,2722,26899,10713,0.0,0.47771227819755946
2611,14,13.391069,6.954515,16893,2722,30214,11748,0.0,0.4780059300512198
2612,15,5.95449,6.9543,16893,2722,69,63,0.5647115632725417,0.4780249853152842
2628,1,7.920427,7.920427,37645,4311,28794,13125,0.42547494270099817,0.42547494270099817
2629,2,13.039124000000001,7.875782000000001,37645,4311,24879,10062,0.0,0.42930664641731464
2630,3,13.015410000000001,7.852607000000001,37645,4311,22023,9152,0.0,0.4312927441199673
2631,4,13.039714,7.8195619999999995,37645,4311,29354,11622,0.0,0.43412126912093424
2632,5,7.403271000000001,7.439082000000001,37645,4311,10506,5795,0.4694176411670873,0.4664052861057864
2633,6,7.692978,7.109719999999999,37645,4311,29198,14498,0.44491943996014793,0.49394625938661335
2634,7,8.253542999999999,7.01743,37645,4311,27614,11873,0.39664508489609174,0.5015984386711663
2635,8,8.138622999999999,6.936128999999999,37645,4311,21285,9439,0.4066395581408703,0.5083163738601874
2636,9,12.766903999999998,6.931381,37645,4311,18406,7832,0.0,0.5087080390476382
2637,10,7.668944000000001,6.787998,37645,4311,28367,12716,0.44696309765259645,0.5205015561792998
2638,11,9.563033,6.749824,37645,4311,22998,9149,0.2786285959164136,0.5236303435346625
2639,12,10.314944,6.720141,37645,4311,30461,11974,0.20650940530660547,0.5260599973831902
2640,13,7.869027,6.638833,37645,4311,31183,13546,0.429885755467622,0.5327010614209529
2641,14,10.40877,6.637608999999999,37645,4311,4575,2444,0.19721055612508356,0.5328008759665641
2642,15,13.991513000000001,6.63687,37645,4311,23446,9356,0.0,0.5328611375343718
2673,1,9.544116,9.544116,21337,4330,9712,5261,0.2808212388244989,0.2808212388244989
2674,2,8.424681,7.8642270000000005,21337,4330,27547,13152,0.3820078077700566,0.4306067973288717
2675,3,13.635174,7.840955,21337,4330,28529,11148,0.0,0.43259881584031673
2676,4,12.755755,7.802417999999999,21337,4330,22446,9012,0.0,0.43589309626414663
2677,5,12.90353,7.779775999999999,21337,4330,27725,10875,0.0,0.4378260807969834
2678,6,8.561003999999999,7.563766,21337,4330,17840,9801,0.3699958881085299,0.45617433909333766
2679,7,9.262222,7.412576,21337,4330,30185,14510,0.30688738937769006,0.4689187228106661
2680,8,8.173181,7.1801449999999996,21337,4330,25843,13118,0.40396813775091045,0.48835851401814584
2681,9,7.998083,7.148200999999999,21337,4330,5354,3474,0.4191099686404681,0.49101601907287923
