,r,Hx,CHx,Ne,Ve,Na,Va,PiEgoGalter,PiEgoGalters
9778,2,8.116106,7.826935000000001,21517,3512,20888,8925,0.39296822734316045,0.4187235250272313
9779,3,12.72522,7.794001,21517,3512,26397,10609,0.0,0.42163467322769144
9780,4,7.614007000000001,7.794001,21517,3512,233,207,0.437467559467366,0.42163467322769144
9781,5,11.677125,7.719958999999999,21517,3512,32243,12265,0.02103677360899913,0.42816339475732895
9782,6,7.643128999999999,7.127992999999999,21517,3512,31478,14938,0.43491465959680903,0.47959171647075616
9783,7,7.525264999999999,7.020961,21517,3512,10187,6131,0.4452263414861932,0.4887504843530873
9784,8,7.113313000000001,7.001322999999999,21517,3512,1655,1207,0.48085034742197275,0.4904264284217296
9785,9,7.410991,6.766545,21517,3512,26636,12702,0.45517245466253103,0.5103567736165157
9786,10,10.797455000000001,6.736019000000001,21517,3512,27751,10650,0.13072489047891306,0.5129339205854625
9787,11,10.521328,6.711564,21517,3512,20400,8293,0.1606626154016605,0.514996193270963
9788,12,6.859672,6.703635,21517,3512,1157,877,0.5024744692569161,0.5156643958573862
9789,13,7.1630899999999995,6.703467999999999,21517,3512,416,329,0.47657938839555114,0.5156784671531723
9790,14,12.765979,6.692166,21517,3512,34236,13078,0.0,0.5166305414049395
9791,15,7.636261,6.633319,21517,3512,17196,8536,0.4355170260327012,0.5215806695220605
9792,1,7.688938,7.688938,27016,4740,25849,12599,0.4516383425492222,0.4516383425492222
9793,2,7.609369,7.207922,27016,4740,26682,13135,0.45829695599291354,0.4915691618363342
9794,3,7.730703,6.977189999999999,27016,4740,26652,12395,0.4481346254081628,0.5104565215094488
9795,4,7.635725,6.81645,27016,4740,24696,12479,0.45609378259616384,0.5235158596909324
9796,5,7.240881,6.785315,27016,4740,3619,2433,0.48885735348012604,0.5260362059146715
9797,6,7.503757000000001,6.776737,27016,4740,2006,1380,0.4671018396167725,0.5267300639327381
9798,7,7.507885000000001,6.720314999999999,27016,4740,9216,5296,0.466758390534753,0.531288326425236
9799,8,7.727705,6.697518,27016,4740,6002,3345,0.4483863314993927,0.5331273148493437
9800,9,6.7236210000000005,6.696541000000001,27016,4740,155,133,0.5310215067011067,0.5332060921725945
9801,10,7.618125999999999,6.576303,27016,4740,30350,13853,0.45756519493479014,0.5428790420229873
9802,11,7.522824000000001,6.494586,27016,4740,20108,10315,0.46551499180110417,0.5494282043513045
9803,12,8.192049,6.441255,27016,4740,28816,12080,0.40902142750470744,0.5536916245277606
9804,13,7.87455,6.386522,27016,4740,28608,12291,0.4360207713809683,0.55805832992708
9805,14,7.641557000000001,6.3339989999999995,27016,4740,26939,12601,0.45560595000932935,0.5622403748575658
9806,15,9.289660000000001,6.313084,27016,4740,23123,9509,0.31259080577758913,0.5639034248570715
9807,1,11.311375,11.311375,20242,3108,30081,13088,0.04949128341597553,0.04949128341597553
9808,2,12.032477,11.125639999999999,20242,3108,21558,10253,0.0,0.0737292174184886
9809,3,7.662839999999999,7.783288000000001,20242,3108,12873,7158,0.4242492617050912,0.4134261111253986
9810,4,11.727052,7.774699000000001,20242,3108,7247,3495,0.0,0.4141999698789077
9811,5,12.614945,7.723249000000001,20242,3108,31179,11640,0.0,0.418828861306735
9812,6,8.753919,7.714511999999999,20242,3108,2039,1232,0.3237383722474449,0.41961378417295486
9813,7,7.872942,7.272596000000001,20242,3108,20152,10011,0.4053291070788677,0.45889924564111834
9814,8,12.786128999999999,7.246772999999999,20242,3108,32357,12451,0.0,0.46117036129944455
9815,9,7.573246000000001,7.042501,20242,3108,12195,6841,0.4322598886303048,0.4790441516487106
9816,10,8.236543,7.028135000000001,20242,3108,2702,1788,0.3721173566978226,0.480295118252784
9817,11,10.896096,6.994691,20242,3108,25683,11853,0.10166678605446348,0.48320431897267285
9818,12,11.513167,6.970036,20242,3108,28171,12219,0.01959037176506757,0.4853462702431845
9819,13,14.313745999999998,6.969334,20242,3108,25179,10280,0.0,0.4854072241728296
9820,14,12.817335,6.962557,20242,3108,24153,9715,0.0,0.48599556824525614
9821,15,8.986191999999999,6.9035020000000005,20242,3108,31819,14008,0.301542098401777,0.4911150932948094
9836,1,11.767479,11.767479,34600,5135,33027,13740,0.07709333273377934,0.07709333273377934
9837,2,13.608678,11.657195,34600,5135,34076,12829,0.0,0.08953408984745763
9838,3,8.278511,8.139547,34600,5135,32152,15371,0.4074774841853258,0.41923343235958377
9839,4,12.68254,8.107876,34600,5135,29878,11308,0.0,0.42190303405424784
9840,5,10.638111,7.995499000000001,34600,5135,31155,15798,0.1946134749125208,0.4313470000102463
9841,6,13.857572,7.992447,34600,5135,28344,11420,0.0,0.4316028702630021
9842,7,11.498068,7.946925,34600,5135,32066,14602,0.10697106755941103,0.4354154728088872
9843,8,13.811276999999999,7.940963000000001,34600,5135,33372,12548,0.0,0.4359142791620609
9844,9,8.779777000000001,7.748055,34600,5135,32213,16238,0.36447111100325746,0.4519885662456849
9845,10,13.521643,7.741649000000001,34600,5135,28969,11018,0.0,0.45252020673812743
9846,11,10.316504,7.736919,34600,5135,4394,2548,0.22549662158316586,0.452912666638384
9847,12,14.709213,7.736434,34600,5135,31066,12155,0.0,0.4529529040926136
9848,13,14.830754,7.735603,34600,5135,33838,12516,0.0,0.45302184521175576
9849,14,14.287815,7.734864999999999,34600,5135,22402,9418,0.0,0.4530830689741629
9850,15,11.528065,7.697916,34600,5135,32530,14619,0.10372451404018153,0.45614601204242505
9851,1,7.4369190000000005,7.4369190000000005,29516,3582,23951,9824,0.45427060925027923,0.45427060925027923
9852,2,7.697601,7.383427,29516,3582,2829,1617,0.4315536277745818,0.4588999569317571
9853,3,12.090981,7.311232,29516,3582,31132,12095,0.0,0.46513090452419786
9854,4,7.919757000000001,7.098242,29516,3582,19415,8175,0.41198193992989657,0.483401553704207
9855,5,8.222963,6.966334,29516,3582,23067,9216,0.3849383871613783,0.49463468805876565
9856,6,8.404653999999999,6.934064,29516,3582,8322,4055,0.3685399933203668,0.49737335932288784
9857,7,7.858558,6.92819,29516,3582,2427,1527,0.417393489493509,0.4978714756480596
9858,8,7.161003999999999,6.804971000000001,29516,3582,4492,2864,0.4780349040408318,0.508292626939592
9859,9,7.4717839999999995,6.626989999999999,29516,3582,22018,10427,0.4512474698171077,0.523252528573303
9860,10,7.933729,6.569555,29516,3582,17305,7430,0.4107442947933481,0.5280570653335127
9861,11,7.158552,6.550828,29516,3582,2984,1802,0.47824483705152787,0.5296211997530641
9862,12,10.1428,6.534731,29516,3582,28420,10936,0.20244933847093502,0.5309647240399635
9863,13,6.933814,6.522632,29516,3582,1259,873,0.49739456184500097,0.5319739841449437
9864,14,7.373775,6.406357,29516,3582,19375,10161,0.459734121796809,0.5416482760499658
9865,15,11.442124,6.395608,29516,3582,19525,8178,0.05783555842108789,0.5425403358796739
9866,1,8.941067,8.941067,34517,5894,17785,8367,0.36149405970482756,0.36149405970482756
9867,2,11.252066000000001,8.716321,34517,5894,19873,8213,0.15038334986783386,0.38059970150177763
9868,3,11.338892999999999,8.608784,34517,5894,19961,8516,0.14168035453081124,0.38967465025722625
9869,4,8.253289,7.62887,34517,5894,26951,14208,0.41938137799329717,0.47053982439421455
9870,5,9.65509,7.536607000000001,34517,5894,29740,13007,0.29942935682009025,0.47799472482409977
9871,6,14.276333,7.520860000000001,34517,5894,31518,12200,0.0,0.4792645020965667
9872,7,11.45495,7.508734,34517,5894,14913,6594,0.12990313349031868,0.48024178408408474
9873,8,12.443000999999999,7.491075,34517,5894,33096,12769,0.015960333650686002,0.48166419730007304
9874,9,12.819024,7.479758,34517,5894,25517,10516,0.0,0.4825752745333907
9875,10,11.101164,7.439814999999999,34517,5894,29047,11018,0.16531126073176,0.4857878127080456
9876,11,7.604984,7.167178,34517,5894,7934,4925,0.4724723211791009,0.5075888795303686
9877,12,10.635114,7.137326,34517,5894,22624,10065,0.21008951769812922,0.5099627139068915
9878,13,7.375058999999999,7.020405,34517,5894,4426,2826,0.4909858592463928,0.5192354899511881
9879,14,11.754398,7.002901,34517,5894,32855,12387,0.09859855560794624,0.5206203168267279
9880,15,10.312535,6.960805000000001,34517,5894,31632,13348,0.24012364386347074,0.5239471521247164
9881,1,12.76022,12.76022,37295,13840,25909,12509,0.10840966775831308,0.10840966775831308
9882,2,8.031489,12.756211,37295,13840,274,243,0.48883267102927275,0.10878366421719039
9883,3,11.777361,11.409425,37295,13840,28360,14284,0.19571687117571152,0.2267545239817836
9884,4,13.171614000000002,11.227227000000001,37295,13840,31027,13466,0.068782357835933,0.2418772869856587
9885,5,11.665082,10.559737,37295,13840,33181,16139,0.20526380318095153,0.2960920693036031
9886,6,11.252906,10.519378,37295,13840,5163,3261,0.23975504345133467,0.2993160832211569
9887,7,13.738679999999999,10.518493,37295,13840,15539,6902,0.004063470605807577,0.299386715957038
9888,8,13.025196000000001,10.39615,37295,13840,31734,14873,0.0832072552537334,0.30912497357843166
9889,9,13.01646,10.366976,37295,13840,21966,10210,0.08405519397872545,0.311439631029608
9890,10,13.621226,10.362755,37295,13840,14341,6448,0.020188690870796572,0.31177428715813765
9891,11,11.739798,10.071581,37295,13840,17641,9109,0.1989185919109304,0.3347190365918765
9892,12,12.467103999999999,10.068953,37295,13840,7848,3979,0.13529065358168033,0.3349248942010847
9893,13,14.728373999999999,10.066400999999999,37295,13840,28625,11402,0.0,0.3351247779731706
9894,14,13.230445000000001,10.027700999999999,37295,13840,30851,13431,0.06285710446485444,0.3381534547658348
9895,15,12.845044,10.014175,37295,13840,15511,7538,0.1004493303146397,0.33921091373909534
9896,1,12.224915,12.224915,39972,5405,29568,13977,0.02963318333760366,0.02963318333760366
9897,2,14.386114000000001,12.153955999999999,39972,5405,30226,11649,0.0,0.038993774028262776
9898,3,12.416521000000001,11.663453,39972,5405,33038,14692,0.0,0.0962359789122542
9899,4,11.139467999999999,10.93957,39972,5405,10441,5833,0.15103123608296104,0.1709863041164795
9900,5,12.176041,10.938169,39972,5405,5359,2809,0.03613308682653364,0.17112470181193606
9901,6,11.191799000000001,10.925297,39972,5405,4358,2616,0.14573396180400908,0.17239536359491306
9902,7,14.645056,10.916938,39972,5405,32579,12840,0.0,0.17321966131557642
9903,8,11.573764,10.912458,39972,5405,4677,2736,0.10593558750692908,0.17366116534059822
9904,9,11.088875,10.019061,39972,5405,26346,13330,0.15612244286645843,0.25848841614254947
9905,10,14.579804999999999,10.018721000000001,39972,5405,26572,10863,0.0,0.2585196674064812
9906,11,13.854907,10.000805,39972,5405,30853,12772,0.0,0.2601654717771334
9907,12,11.773452,9.843377,39972,5405,20693,10773,0.08409992403167055,0.27454860738910003
9908,13,11.731757,9.836812,39972,5405,8628,5094,0.08873399363050843,0.27514541715501917
9909,14,11.091756,9.833809,39972,5405,3797,2443,0.15583329825332493,0.27541833524076587
9910,15,7.489807000000001,9.833809,39972,5405,182,151,0.4764918882475172,0.27541833524076587
9911,1,11.930155000000001,11.930155000000001,31123,5867,32842,15289,0.07874559630639044,0.07874559630639044
9912,2,8.29182,9.291642999999999,31123,5867,5370,3522,0.4158611657686681,0.3309088694848215
9913,3,7.949932,8.864258999999999,31123,5867,3161,2153,0.4440900546530043,0.3676884230526949
9914,4,8.8598,8.579417,31123,5867,9273,5733,0.3680683266543423,0.3918067377333756
9915,5,8.248022,8.202207000000001,31123,5867,9275,5666,0.4194992522436094,0.42329793027827983
9916,6,9.510769,7.943052000000001,31123,5867,28445,14580,0.31175340803526036,0.444654182795934
9917,7,8.441042,7.808088000000001,31123,5867,9478,5122,0.4034165488577094,0.45568998883344913
9918,8,13.984020000000001,7.803453,31123,5867,19926,8439,0.0,0.45606795862914973
9919,9,13.411076999999999,7.786642,31123,5867,27201,10755,0.0,0.45743827523760133
9920,10,4.796567,7.786642,31123,5867,28,28,0.6883344022468686,0.45743827523760133
9921,11,10.29454,7.690005,31123,5867,24179,12208,0.2413169783953805,0.46529827996390194
9922,12,12.332775999999999,7.65861,31123,5867,32401,13836,0.030563033873064256,0.4678455485273592
9923,13,12.260528,7.634361,31123,5867,27133,11614,0.03989901915806607,0.4698109332859328
9924,14,8.694329,7.533503,31123,5867,17355,9520,0.3821130738769571,0.47796612450680814
9925,15,9.947364,7.51385,31123,5867,9394,5474,0.27291678296760513,0.4795516180215448
9926,1,11.340405,11.340405,21485,3679,29070,11157,0.07503155219913389,0.07503155219913389
9927,2,8.747409,8.682408,21485,3679,24982,11315,0.33953294478099666,0.34549421040790346
9928,3,12.957316,8.651010000000001,21485,3679,24180,9648,0.0,0.34836629969309046
9929,4,7.361867999999999,8.651010000000001,21485,3679,165,143,0.46255159560785664,0.34836629969309046
9930,5,14.138269000000001,8.642835,21485,3679,26163,10587,0.0,0.3491133101055265
9931,6,7.438894,7.566724000000001,21485,3679,10985,6279,0.4559165297013594,0.4448561208842343
9932,7,7.830839,7.188886,21485,3679,26910,11610,0.4218045981792082,0.4773729376501113
9933,8,14.268120000000001,7.18803,21485,3679,23545,9864,0.0,0.47744601103120043
9934,9,6.042987999999999,7.18803,21485,3679,66,57,0.5729405012373453,0.47744601103120043
9935,10,7.678335000000001,6.9068320000000005,21485,3679,28559,13423,0.4351481013501783,0.5013099465107322
9936,11,12.740824,6.901269,21485,3679,25789,10054,0.0,0.5017792546468087
9937,12,8.29365,6.824172999999999,21485,3679,21106,9767,0.3807279274670405,0.5082722549063096
9938,13,11.392222,6.798172999999999,21485,3679,31067,11877,0.06867599449629433,0.5104573575738522
9939,14,12.436097,6.787311999999999,21485,3679,29635,11899,0.0,0.5113694568768803
9940,15,7.9785710000000005,6.787311999999999,21485,3679,367,290,0.4087898440913398,0.5113694568768803
9941,1,9.665299000000001,9.665299000000001,15583,4612,30069,12339,0.27566132127353576,0.27566132127353576
9942,2,8.605259,8.560766000000001,15583,4612,19057,9904,0.3711447237782825,0.3750400534428989
9943,3,8.242797999999999,8.431051,15583,4612,6258,3905,0.40264545194272533,0.3863502865965195
9944,4,8.605323,8.118402,15583,4612,27364,13229,0.37113911471284544,0.4133381209114929
9945,5,12.408814999999999,8.092765,15583,4612,28893,11123,0.0,0.41553453867132467
9946,6,8.233578,8.061266,15583,4612,3160,2064,0.4034399939792369,0.41822982130310676
9947,7,13.325695999999999,8.040792,15583,4612,33121,12241,0.0,0.41997975131275883
9948,8,8.405408999999999,7.998498,15583,4612,5207,3259,0.38857806306412745,0.4235897597174205
9949,9,8.55423,7.796877,15583,4612,28173,13905,0.3756115867719025,0.4407098790900816
9950,10,11.469935000000001,7.768003,15583,4612,29515,11204,0.0947352640861786,0.4431497497316938
9951,11,8.106587,7.7484910000000005,15583,4612,3570,2408,0.4143506614630255,0.44479686263875645
9952,12,8.376788000000001,7.720181,15583,4612,7859,4641,0.3910615688475982,0.4471842872518694
9953,13,7.974997,7.718659,15583,4612,909,672,0.4255928535293432,0.44731256035335776
9954,14,7.638851,7.716766000000001,15583,4612,591,451,0.45402743357253766,0.4474720897864513
9955,15,8.37261,7.649799000000001,15583,4612,14024,7806,0.3914238317498055,0.4531075988292584
9956,1,7.711786,7.711786,37480,5393,30668,16018,0.4581709670868087,0.4581709670868087
9957,2,12.731038,7.640306,37480,5393,30542,11803,0.0,0.4640436029196014
9958,3,11.381021,7.555753,37480,5393,27475,10430,0.12599758358959823,0.4709691678024437
9959,4,9.011068,7.375149,37480,5393,27444,10681,0.34832958166183325,0.4856865783146835
9960,5,14.268742000000001,7.370183,37480,5393,31266,12311,0.0,0.48608982157121206
9961,6,10.436385000000001,7.370183,37480,5393,1492,971,0.21935031870761723,0.48608982157121206
9962,7,7.038538000000001,7.362233,37480,5393,691,566,0.5128493203202353,0.486735209378431
9963,8,11.044319999999999,7.327822,37480,5393,22356,9225,0.16031356989928827,0.4895264754423594
9964,9,7.2144699999999995,7.289756,37480,5393,2334,1694,0.4986954072889477,0.49260997709030085
9965,10,7.678418,7.017456,37480,5393,29294,15339,0.46091445434982825,0.5145391720013124
9966,11,7.2886169999999995,7.002425,37480,5393,2405,1767,0.4927021722962042,0.51574319237868
9967,12,7.642786999999999,6.829679,37480,5393,32636,15802,0.46384004469740536,0.5295327107153326
9968,13,6.694798,6.828855,37480,5393,298,252,0.5402390314295195,0.529598277076519
9969,14,11.578083,6.806585000000001,37480,5393,32189,12548,0.10516397583460657,0.5313695696503061
9970,15,10.91253,6.780969,37480,5393,29499,11223,0.1733928291849004,0.5334052080071613
9971,1,9.082723,9.082723,27588,6194,18931,9797,0.35333107518101536,0.35333107518101536
9972,2,10.882725,9.078352,27588,6194,2126,1342,0.19207803202626927,0.3537038495122168
9973,3,14.089067000000002,9.06758,27588,6194,27504,10929,0.0,0.3546222047304174
9974,4,9.022731,8.816649,27588,6194,10807,6180,0.3584409029256009,0.37588931357849226
9975,5,14.169601,8.808826,27588,6194,33502,12759,0.0,0.37654853911931746
9976,6,13.372434,8.808033,27588,6194,15254,6764,0.0,0.37661535077416275
9977,7,13.546845999999999,8.806051,27588,6194,20200,8285,0.0,0.37678232768044667
9978,8,12.594317,8.80536,27588,6194,7978,4032,0.001322530239993629,0.37684053873901613
9979,9,11.717427,8.776624,27588,6194,18931,7912,0.109300800017199,0.37925976039513287
9980,10,14.033175,8.769672,27588,6194,30347,11914,0.0,0.37984458075984967
9981,11,8.421201,8.59326,27588,6194,5404,3603,0.40893843680111,0.39462657489916325
9982,12,9.61955,8.358193,27588,6194,24361,12432,0.30695193518328157,0.4141540962061738
9983,13,13.184004000000002,8.357968,27588,6194,11466,5415,0.0,0.4141726972052733
9984,14,11.0058,8.310562,27588,6194,23082,10467,0.18032118806709274,0.41808802148797
9985,15,13.460734,8.309019000000001,27588,6194,27579,10752,0.0,0.4182153337572269
10001,1,7.875564,7.875564,27210,4210,6464,3740,0.427645756469548,0.427645756469548
10002,2,9.136034,7.463083,27210,4210,19493,9893,0.3158901140472402,0.4628348287921086
10003,3,7.4831270000000005,7.276477000000001,27210,4210,2034,1441,0.4611389831941571,0.47855571360141674
10004,4,7.824105,6.861712,27210,4210,30690,15347,0.4320697506595841,0.513076008632122
10005,5,7.425832000000001,6.827194,27210,4210,2595,1846,0.4659827498750039,0.5159233330711277
10006,6,8.498514,6.703566,27210,4210,26026,12830,0.3732702107512908,0.5260896401973378
10007,7,6.970825,6.675013000000001,27210,4210,983,777,0.504049963422175,0.5284306773902762
10008,8,7.907089,6.555892,27210,4210,29013,14607,0.4249306034166108,0.5381693732291707
10009,9,7.919819,6.471806,27210,4210,19116,10137,0.4238331435134289,0.5450168530856518
10010,10,8.537930000000001,6.443936,27210,4210,10755,6048,0.36977614812074866,0.5472815395535267
10011,11,9.632553999999999,6.4160699999999995,27210,4210,23037,10113,0.26977099476395416,0.5495434786543991
10012,12,13.292219000000001,6.407494,27210,4210,34593,13059,0.0,0.5502391232185275
10013,13,7.762513,6.333946,27210,4210,21780,11103,0.43735193608783013,0.5561956138876369
10014,14,7.828917,6.274865,27210,4210,24312,12349,0.43165647631849985,0.5609683366409963
10015,15,8.360130999999999,6.241874,27210,4210,31650,14827,0.3854849933068979,0.5636287613074435
10016,1,12.830458,12.830458,10207,5538,27746,13247,0.0,0.0
10017,2,10.843591,12.830458,10207,5538,1843,1228,0.18322469380533643,0.0
10018,3,11.645005000000001,11.752772,10207,5538,15172,8468,0.10165878394869038,0.08993916671119825
10019,4,13.216956,11.749751,10207,5538,9590,4563,0.0,0.09027118595828877
10020,5,11.843382,11.484132,10207,5538,16468,9191,0.07987597148575912,0.11873646509933129
10021,6,14.876864000000001,11.484132,10207,5538,30485,12015,0.0,0.11873646509933129
10022,7,12.849267,11.291883,10207,5538,29370,12152,0.0,0.13860926403375265
10023,8,14.783504,11.290139,10207,5538,28745,11281,0.0,0.13878721741722763
10024,9,14.658942999999999,11.290139,10207,5538,26180,10738,0.0,0.13878721741722763
10025,10,14.866912,11.289289,10207,5538,32525,12347,0.0,0.138873935147777
10026,11,14.349607,11.281557000000001,10207,5538,25369,10468,0.0,0.13966233645023718
10027,12,14.916447,11.281557000000001,10207,5538,31239,12337,0.0,0.13966233645023718
10028,13,12.050956,11.202371000000001,10207,5538,10261,6045,0.055872743043389274,0.14769386522280337
10029,14,14.003561999999999,11.202371000000001,10207,5538,16613,7487,0.0,0.14769386522280337
10030,15,14.656062,11.202371000000001,10207,5538,25998,10680,0.0,0.14769386522280337
10057,1,8.146514,8.146514,33058,5385,4390,2644,0.4219881764770296,0.4219881764770296
10058,2,8.129611,7.73198,33058,5385,2950,1916,0.42340327516058324,0.4564130072425008
10059,3,9.551567,7.519499000000001,33058,5385,13290,6097,0.30052334480709186,0.4738396721102074
10060,4,7.817833,6.958086,33058,5385,29572,14793,0.449330408901825,0.5192086148635487
10061,5,9.94629,6.879521,33058,5385,32261,13465,0.26480206665209505,0.5254820207293782
10062,6,8.008803,6.7392710000000005,33058,5385,30827,14736,0.4334885341055809,0.5366360459111331
10063,7,7.732246000000001,6.680735,33058,5385,6935,4381,0.4563911002250571,0.5412744994858096
10064,8,12.879501,6.6691009999999995,33058,5385,31975,12297,0.0,0.5421952119217984
10065,9,7.9581100000000005,6.612482000000001,33058,5385,12667,6819,0.4377056659002484,0.5466704721535287
10066,10,8.054692999999999,6.5882309999999995,33058,5385,8258,4613,0.429663445530085,0.5485844989387506
10067,11,11.400596,6.571505999999999,33058,5385,30289,11832,0.12376011963497184,0.5499035506536241
10068,12,12.918453999999999,6.563535000000001,33058,5385,31646,11986,0.0,0.5505319188107171
10069,13,7.71703,6.506699,33058,5385,12864,7159,0.45764387832299797,0.5550071505612285
10070,14,8.018388999999999,6.458048000000001,33058,5385,19886,10206,0.43269010037109695,0.5588306039561183
10071,15,11.543242999999999,6.444708,33058,5385,33098,12657,0.10869186544659211,0.5598778143390859
10087,1,9.632107000000001,9.632107000000001,48760,9311,25869,11091,0.3395521831026505,0.3395521831026505
10088,2,13.268901000000001,9.602209,48760,9311,30580,11892,0.0,0.34199630644367834
10089,3,13.742348999999999,9.589858999999999,48760,9311,28245,10964,0.0,0.34300498991638534
10090,4,9.685768,9.051483000000001,48760,9311,31883,12995,0.3351575545899536,0.38648015614601167
10091,5,8.551164,8.858297,48760,9311,6959,3821,0.4260719725937535,0.40185581401613846
10092,6,12.475761,8.841522,48760,9311,31105,12001,0.08578586665162363,0.4031856076378076
10093,7,8.923283999999999,8.43104,48760,9311,23006,11007,0.3966961679792423,0.4354695349421797
10094,8,9.292563000000001,8.284127999999999,48760,9311,28903,12411,0.367129665389577,0.4469080853186429
10095,9,8.363816,8.204687,48760,9311,6901,3960,0.44071098771556066,0.45306869620548973
10096,10,8.665707000000001,7.938538,48760,9311,25829,14045,0.41707281870610824,0.47358506121365485
10097,11,9.288175,7.848358999999999,48760,9311,29107,12732,0.36748353511049175,0.4804942858358355
10098,12,8.63519,7.774885,48760,9311,13500,7343,0.4194740928337997,0.48610806052419947
10099,13,8.406888,7.59168,48760,9311,20733,10880,0.43735411107680344,0.500045714073427
10100,14,8.321864,7.559702000000001,48760,9311,7429,4459,0.4439756449747584,0.5024697913455394
10101,15,8.696824000000001,7.514736999999999,48760,9311,14450,8094,0.41462155566218595,0.5058740022183831
10113,1,8.864264,8.864264,35645,7303,1618,1196,0.3841929559325178,0.3841929559325178
10114,2,14.412475,8.896541000000001,35645,7303,23980,10128,0.0,0.381535388800681
10115,3,13.803278,9.13005,35645,7303,30165,11633,0.0,0.3622014859237541
10116,4,14.143853,9.129058,35645,7303,20532,8775,0.0,0.3622840286015655
10117,5,14.488859,9.128932,35645,7303,25197,10444,0.0,0.36229451259959533
10118,6,12.858882000000001,9.194669000000001,35645,7303,28435,11539,0.0,0.35681698106828796
10119,7,8.586297,7.841889999999999,35645,7303,13987,8290,0.40693559271556257,0.46664626860190517
10120,8,14.341469,7.838245,35645,7303,30889,12230,0.0,0.46693458985292946
10121,9,11.873222,7.790135,35645,7303,27507,12516,0.11497480971809526,0.4707365501367876
10122,10,9.97476,7.638843,35645,7303,32034,15681,0.29053318423850044,0.482649799965959
10123,11,14.092462,7.634038,35645,7303,30502,11729,0.0,0.48302710655626213
10124,12,14.565512,7.634038,35645,7303,25573,10276,0.0,0.48302710655626213
10125,13,13.959979,7.631791000000001,35645,7303,26706,10859,0.0,0.48320352724992643
10126,14,7.358967,7.6183440000000004,35645,7303,514,429,0.5045201557469963,0.48425900854202664
10127,15,13.729754999999999,7.612963000000001,35645,7303,32604,12075,0.0,0.48468123229129934
10128,1,7.937247999999999,7.937247999999999,17276,4280,1636,1236,0.4235131162469044,0.4235131162469044
10129,2,9.602556,8.052317,17276,4280,22115,10282,0.2742223751215879,0.41358376845316985
10130,3,13.503422,8.039669,17276,4280,20039,8260,0.0,0.41467764337631774
10131,4,12.488549,8.001204,17276,4280,29286,11687,0.0,0.4180005569620952
10132,5,12.563133,7.98875,17276,4280,16319,7157,0.0,0.4190752216681606
10133,6,13.063017,7.988302,17276,4280,9248,4490,0.0,0.4191138689100342
10134,7,8.01409,7.202369,17276,4280,28688,15293,0.4168879920278837,0.48578944305485977
10135,8,11.914513000000001,7.1864289999999995,17276,4280,14969,6760,0.027283896078901686,0.48711945326685757
10136,9,13.981219,7.185784,17276,4280,19029,8337,0.0,0.4871732531840023
10137,10,10.090783,7.1425339999999995,17276,4280,10023,5099,0.22765116460872822,0.4907775919692223
10138,11,13.022357000000001,7.133762,17276,4280,27656,11031,0.0,0.4915078653933337
10139,12,8.254111,7.010503999999999,17276,4280,23027,11822,0.39604702317577734,0.501742197042873
10140,13,8.047146000000001,6.991231,17276,4280,3404,2230,0.4140310619238497,0.50333794573642
10141,14,8.330898,6.922953,17276,4280,19815,9963,0.3893313509431725,0.5089814056899139
10142,15,9.249922999999999,6.895486,17276,4280,13840,7031,0.3069500597725909,0.5112473917113345
10188,1,7.678141,7.678141,24345,3998,28444,11210,0.4410051499239766,0.4410051499239766
10189,2,12.617453,7.660185,24345,3998,19916,8423,0.0,0.442549462458887
10190,3,7.610457000000001,7.610237,24345,3998,2587,1544,0.44682009528065714,0.44683896854301813
10191,4,8.035324000000001,7.360705,24345,3998,20406,8446,0.4100306445596166,0.4681324028988555
10192,5,7.495156,7.023088,24345,3998,23482,9565,0.4566871905412422,0.4965924286401166
10193,6,7.184514999999999,6.614853999999999,24345,3998,27918,12205,0.4830338614122227,0.5304907519925971
10194,7,8.884449,6.584408,24345,3998,19115,8031,0.33427379386291367,0.5329969801422225
10195,8,7.1566279999999995,6.401590000000001,24345,3998,28609,13086,0.48538252905566803,0.5479834226549477
10196,9,13.882962,6.39887,24345,3998,26524,10752,0.0,0.5482055885109962
10197,10,7.167592,6.300751,24345,3998,21711,11397,0.4844594514424942,0.55620415494463
10198,11,12.584007000000001,6.29614,24345,3998,22583,9241,0.0,0.5565792917295458
10199,12,7.2782,6.221215,24345,3998,25239,11963,0.4751238808082102,0.5626655995369989
10200,13,14.356491,6.22018,24345,3998,34118,13039,0.0,0.5627495514316215
10201,14,7.2678009999999995,6.156078,24345,3998,29513,12823,0.4760033950151226,0.5679425313385182
10202,15,6.8644240000000005,6.144158999999999,24345,3998,3441,2301,0.5098329180701928,0.5689066911575993
10203,1,10.989875999999999,10.989875999999999,22639,5120,26555,10521,0.15945765306549245,0.15945765306549245
10204,2,11.207930000000001,10.645418,22639,5120,33800,12798,0.13720465900708617,0.1935707198986301
10205,3,8.755081,9.535173,22639,5120,4914,2811,0.3663810818926083,0.29740948473130363
10206,4,12.083998,9.48378,22639,5120,22211,9151,0.038322412764414754,0.30204058924437893
10207,5,13.324762,9.460666,22639,5120,30933,12089,0.0,0.3041191212059912
10208,6,7.951232000000001,8.367218,22639,5120,5137,3173,0.43485539247808297,0.39972054579046445
10209,7,7.5659279999999995,8.034104,22639,5120,3386,2306,0.4668652160950002,0.4279048714309931
