,ID1,ID2,H1,H2,Hx1G2,Hx2G1,N1m2,N2m1,R2b1,R1b2,N1,N2,Nuniq1,Nuniq2,Ntweets1,Nfriends1,Nmentions1,Ntweets2,Nfriends2,Nmentions2,KL12,KL21,Pi1,Pi2,Pix1G2,Pix2G1
2196,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,48e0a1d4f295f3b084ac11d8cc41fb26342b335c0d9acc05b6bc920eabc499c6,6.614811,7.0119440000000015,9.083147,7.805059,21,0,5,0,34157,26115,5147,5768,2535,153,1123,3160,852,2516,2.468336,0.7931149999999993,0.5441372474801377,0.5187173792642096,0.3381495639432595,0.4548450933886761
2197,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,5a6c1870202f4ae93fad2289b3174c5513e6cd0d8a70bdf307dad2a0980716d9,6.614811,6.4409019999999995,7.038291,11.763100999999999,20,0,6,0,34157,34792,5147,5679,2535,153,1123,2984,721,2087,0.4234799999999996,5.3221989999999995,0.5441372474801377,0.5628064387217021,0.5102216698290637,0.09241751058728764
2198,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,9e885aa37f0a04e9cc80110ea69cf14bc5782b6901198224801dc1e59246bbac,6.614811,6.758673,8.209565,7.4269880000000015,18,0,7,0,34157,29792,5147,5868,2535,153,1123,3079,896,1489,1.5947539999999991,0.6683150000000007,0.5441372474801377,0.5396213543992356,0.4134859239759368,0.4865553195154699
2199,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,3a50b2ca1b6e92d1de5ee574b5205b42ba905cc7e38be21b00940356c3681db8,6.614811,6.607439,7.049483,7.747778999999999,17,0,8,0,34157,33807,5147,5297,2535,153,1123,2309,65,484,0.434672,1.1403399999999992,0.5441372474801377,0.5462167318993465,0.5093180414576416,0.4540414880812207
2200,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,eca5f5b9298ceaf26c18e89df0fd2ce4a611cace51d903939a769fb0f1345ce6,6.614811,6.804764,11.832643,7.3728539999999985,12,0,9,0,34157,9809,5147,2656,2535,153,1123,1153,108,707,5.217831999999999,0.5680899999999998,0.5441372474801377,0.4896412499652218,0.06993833607044317,0.4387708727748825
2201,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,138a0bad0643f0aca0b2b959ee4058b7882ea0b3deeb0c603c0d58c2819102f5,6.614811,6.505967,7.058861,12.761307,11,0,10,0,34157,27970,5147,5261,2535,153,1123,2575,552,1123,0.44404999999999983,6.25534,0.5441372474801377,0.5538848425408028,0.5085605800047396,0.0
2202,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,f697b377422578eec6538555a2d9307625a6bd424d8457611cc797fe2cd6d2a2,6.614811,4.6146910000000005,9.357711,7.4945270000000015,10,0,11,0,34157,34701,5147,3741,2535,153,1123,2382,571,2125,2.7429,2.879836,0.5441372474801377,0.6867582405216404,0.3138108819470489,0.4522527300426572
2203,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,8a952b2bc1b2d6a548405f7d2c046997a3582f416c3415b4b594f453d58065af,6.614811,5.671144,10.038131,7.434411,9,0,12,0,34157,1284,5147,505,2535,153,1123,290,84,160,3.4233199999999995,1.763267,0.5441372474801377,0.4795358138016887,0.2518670915249044,0.26474520102414745
2204,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,4b7ee59375b0915b94804065efff03985f1d962820e47828abbcc12dde29cb42,6.614811,5.77651,11.371391000000001,7.7338770000000014,8,0,13,0,34157,19019,5147,3580,2535,153,1123,2105,1348,2243,4.7565800000000005,1.9573670000000003,0.5441372474801377,0.5932560552701684,0.12081364299404455,0.4283308739934583
2205,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,f40b31c2fdb768c65378b4c5c2c7d3dcea6ceb9dc672b20d2428706981dfd294,6.614811,6.385957,7.2336160000000005,8.512476,8,0,14,0,34157,16327,5147,2896,2535,153,1123,2460,69,742,0.618805,2.126518999999999,0.5441372474801377,0.5313820686525205,0.4943963489434834,0.3401813661003005
2206,9082a1818131a0396d39c3f84957482869a0ffb74bd1d2f9d87c9f4f407a3ecd,1c5e12fc89b51afbbb861308cb4cf2f96459d1d798f29d689e79b65e360cdcf9,6.614811,6.583424000000001,10.4404,7.272671000000001,6,0,15,0,34157,31010,5147,5798,2535,153,1123,3077,986,1825,3.825589,0.6892469999999999,0.5441372474801377,0.5527222882817802,0.2139462918547711,0.4982293816400346
2207,e148c090fed23c859d6d25b4e7bc910a84a3e4af637ac877467a9aaa7068bac2,eaa2dce967a15e86782f6ccb94d919bbff197d2ceb4e4ca142ab19fdd92ed2cc,7.598928,2.6207380000000002,13.383382000000001,8.656047000000001,14,0,2,0,27254,63613,11665,14879,2454,199,466,3222,2,11,5.784454000000001,6.0353090000000025,0.5115158706545323,0.8541640138179105,0.01970041124626884,0.4470668810832231
2209,e148c090fed23c859d6d25b4e7bc910a84a3e4af637ac877467a9aaa7068bac2,1d97a15a10c0f6ce0abc1e894b92cc4364bac1a7da4f9571fa67bb6e5130bbc0,7.598928,2.826906,12.940431,9.804796000000001,8,0,4,0,27254,50685,11665,10593,2454,199,466,2921,232,436,5.341503,6.977890000000001,0.5115158706545323,0.8366156460298582,0.06893339216328112,0.3355381966945162
2211,e148c090fed23c859d6d25b4e7bc910a84a3e4af637ac877467a9aaa7068bac2,b978de6b6f76a8b698e962adb8cd0f6820c1d25b389977c59eb4450e4138813c,7.598928,2.576874,10.571842,11.816803,7,0,6,0,27254,43883,11665,8345,2454,199,466,3232,1,2,2.9729140000000003,9.239929,0.5115158706545323,0.8491590473406246,0.2808762565646077,0.13713638086958532
2214,e148c090fed23c859d6d25b4e7bc910a84a3e4af637ac877467a9aaa7068bac2,fe0534de95fb733f5e5959c711494aacbbc03c8dce55e940b13382ab37c02cf3,7.598928,6.642448,9.772011000000001,10.893609,6,3,9,117,27254,51181,11665,13664,2454,199,466,2917,581,1931,2.173083000000001,4.251161,0.5115158706545323,0.5876590376470561,0.3455096581646853,0.2680958068197074
2216,e148c090fed23c859d6d25b4e7bc910a84a3e4af637ac877467a9aaa7068bac2,dc31317d6b16b267fbf564d6ea52f0370958ea1da41fdfe390bec80e2c581dfa,7.598928,7.191892,12.875852,9.917104,5,0,11,0,27254,21625,11665,7231,2454,199,466,2610,153,1422,5.276924,2.725212,0.5115158706545323,0.5169402116087252,0.07550567790540544,0.29464828888882105
2218,e148c090fed23c859d6d25b4e7bc910a84a3e4af637ac877467a9aaa7068bac2,a626299e9ee7c3fa8e7193d4d115f9a216fd3907d059f194e7957ac711c663f2,7.598928,5.5755230000000005,11.932574,8.960222,5,0,13,0,27254,46510,11665,15546,2454,199,466,3206,5,25,4.333646000000001,3.3846989999999995,0.5115158706545323,0.6656050890931239,0.16448299410461328,0.4272142184538709
2221,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,0753f5b6d87be05806d3d1bca3b9056b0e60ab20af3965c7097036943e2ac0b2,6.894267,6.492696,8.160250999999999,7.622847,239,0,1,0,30238,42033,6297,7255,2426,460,1739,2649,1728,3303,1.2659839999999989,1.1301510000000006,0.532705792903879,0.5705803930498622,0.4315623701681876,0.4835198817357351
2224,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,47b66b16a72c1f38a490d6fa4275aa095d312d64f5cee8b5c164c553740e1a7e,6.894267,6.779069,8.490108,8.550155,20,0,4,0,30238,8040,6297,2807,2426,460,1739,862,636,1267,1.5958409999999992,1.7710860000000004,0.532705792903879,0.4954620731590311,0.40439678642962174,0.3337484547822156
2225,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,8017104e208e39345630590d2e74ba59a1ae8e97cc4514853d8a6156a79a1f6d,6.894267,6.932175999999999,7.6924220000000005,10.510516,16,0,5,0,30238,34147,6297,6370,2426,460,1739,2688,516,1527,0.7981550000000004,3.5783400000000016,0.532705792903879,0.5303548167648094,0.4694934760560219,0.22980452225825104
2226,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,f7fa622445e757c7e7400ac7e47ebf971026fb2115d0c06d64bacba65d4421d2,6.894267,6.4429620000000005,11.465555,7.464182000000001,15,0,6,0,30238,28988,6297,5438,2426,460,1739,3176,848,1648,4.571288,1.0212200000000005,0.532705792903879,0.5605022242097163,0.13720293887259144,0.4789530586671945
2227,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,2af3d079bd9a1cb2a4d4ac8a5270bd9251cf472c77cf94b5f2e0cb59231b30d3,6.894267,6.067354,7.828034,8.94406,14,0,7,0,30238,32846,6297,4998,2426,460,1739,2997,1131,2908,0.9337669999999996,2.8767060000000004,0.532705792903879,0.5858399720194077,0.4585678453477794,0.34793261585653434
2229,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,2eac493a80727b9ad38f28ff06155a15a3920160eae7d74e896e2a3ba9ea5dae,6.894267,5.671646,8.790645,7.0716490000000025,11,0,9,0,30238,41173,6297,4381,2426,460,1739,2993,535,2251,1.896378,1.4000030000000008,0.532705792903879,0.6108531006551938,0.3793228031266261,0.4980736812173146
2232,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,a7da2afb37bdd3b820f30b266386f6d9af9b30bb433a4bb925c41fbe1b42a8b6,6.894267,6.319273,9.285869,7.4205570000000005,9,0,12,0,30238,48363,6297,6311,2426,460,1739,3232,1872,3218,2.391602,1.1012840000000006,0.532705792903879,0.5772493656840155,0.33727958105867384,0.4913604872814682
2233,9d2f68163bcc7ff106922c96312a4dbde92e3ae646cc4ca425dd078d116f4824,8cc55de03312384047227feb6422b52217d4c5cc2c5a1e323d6d465461d9941d,6.894267,6.4580230000000025,12.157363,7.621232000000001,8,0,13,0,30238,25412,6297,5164,2426,460,1739,1860,984,2850,5.263096,1.1632090000000002,0.532705792903879,0.556726873612246,0.06380401971065942,0.4628489232215854
2235,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,b5fcf681c17c22bfc54505b94601fc5ffb5b8eacece538ffe6a67486e9892f44,9.208788,8.608289,10.158527000000001,11.598208999999999,62,53,2,2,5027,1680,3401,1275,3015,81,1476,1078,44,430,0.949739000000001,2.98992,0.2889622144221181,0.2430314549343401,0.1946901701710748,0.0
2236,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,9528cb5ead9e387015fa519fd37589503af0b262a3c2b06202e3daac4754f377,9.208788,9.162125,10.235064999999999,10.4609,54,35,3,5,5027,3598,3401,2607,3015,81,1476,2268,96,940,1.0262769999999986,1.2987750000000011,0.2889622144221181,0.2662726787572912,0.18675553537066805,0.12638409568343592
2240,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,a3ea9d188bf6d0f0f7c5c33ffee873123c7c683b74bf9cc354d81067f4dd9d36,9.208788,8.084251,9.732975,10.709984,36,23,7,3,5027,1020,3401,784,3015,81,1476,704,42,272,0.5241869999999995,2.6257330000000003,0.2889622144221181,0.2420820664351548,0.23779989459208256,0.0
2242,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,4b292d552083dc3c73bc2e023806467e3448e7b5dea50333494cf1622f412a2e,9.208788,8.080127000000001,9.525360000000001,10.756210000000001,35,28,9,5,5027,1726,3401,1176,3015,81,1476,974,62,587,0.31657200000000074,2.676083,0.2889622144221181,0.2933067323781101,0.25829309702234826,0.0
2243,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,414cbcd80b004c5c20ca1f8ae455cd79815e7f2f69d77a9506d44611796fdb2f,9.208788,8.817368,10.849215,10.627266,34,28,10,16,5027,7154,3401,4592,3015,81,1476,3044,75,1552,1.6404269999999992,1.8098980000000005,0.2889622144221181,0.3521001049557614,0.12041836750023638,0.1827803487821977
2245,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,957e94347355ed164c56238b5891729d3b27a25bee3a0cafa9ece8f2f2f71315,9.208788,7.469161,10.150547,11.578169,28,57,12,1,5027,3777,3401,2419,3015,81,1476,1712,104,1002,0.9417589999999992,4.109008000000001,0.2889622144221181,0.4228991421268496,0.19551397662553394,0.0
2246,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,f05caec6c88f885f14076b1c1a435fd7ba6347fca9643e98c6703641d0a654c5,9.208788,9.159096,11.214226,10.534486,27,22,13,14,5027,4349,3401,3106,3015,81,1476,1754,112,1068,2.0054380000000003,1.3753899999999994,0.2889622144221181,0.2847418813196552,0.07765003812200179,0.14289790954367906
2247,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,58d055af2144fa4209ab6d3a0e685efff6a4527882736744cde427239b2d1343,9.208788,8.596013000000001,10.789483,10.409734,26,16,14,26,5027,4096,3401,2560,3015,81,1476,2150,102,1564,1.5806950000000004,1.813721,0.2889622144221181,0.3206737183599385,0.12712416594003706,0.12968417767727075
2248,abcfba10c22b3d8474ec983375dbdfaf51781c9745d453081b45c0d04ac96c22,4d46f379d8710b78fcc385142a726eb14aed0d632635d8cdba8ad3a4702d5f14,9.208788,7.167638,9.147921,9.757155000000001,23,22,15,2,5027,665,3401,464,3015,81,1476,347,46,244,-0.060867,2.5895170000000007,0.2889622144221181,0.28841745031110805,0.2947853381673836,0.0
2259,84c1ac578a1e110cbf8c1ddae4188f5937c69a0152fe86bfc342a316fb1885a3,537bf026fc8e32ee8b3280e69c47993559af18657e759638c5a426eef6f3c967,6.549473,5.130884,10.422514999999999,7.885649000000001,7,0,12,0,18523,25399,4340,4908,3129,437,1106,2827,311,1390,3.873041999999999,2.754765000000001,0.5403372186005018,0.6571644974078656,0.1966160111562307,0.4374707751466451
2261,84c1ac578a1e110cbf8c1ddae4188f5937c69a0152fe86bfc342a316fb1885a3,f83398856bd4a14b496b0584cac2f33149eae1a0f366ca02ca275251b59e66e8,6.549473,6.494333,9.905702,7.469763,7,0,14,0,18523,24981,4340,4054,3129,437,1106,2449,206,1097,3.356229,0.9754300000000002,0.5403372186005018,0.5411491274037143,0.24694234850504895,0.4597782356827535
2263,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,5c79f1e9b74e653a9ef939c603e59f27bbe65e11647d35dd706fe4d37a251035,6.406283999999999,6.40254,6.570498,8.646252,181,0,1,0,23121,19559,3890,3452,2775,46,511,2634,43,626,0.1642140000000003,2.2437120000000004,0.5461341223332871,0.5399270578535514,0.5326218038069082,0.3432771258106349
2264,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,66ba4e42604d3d71875a088a2b8db98a29261d2e1c9e2b1367f8a2ef25c493e4,6.406283999999999,6.625560000000001,6.881088,8.074931,35,0,2,0,23121,18847,3890,3573,2775,46,511,2187,129,1331,0.4748040000000007,1.4493709999999984,0.5461341223332871,0.5232273288458341,0.5068233262870329,0.3979957603065975
2265,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,2c47b13b03c61ac9c12ffd7f6ac7b9feb034f2b47ad13bbb1f2ed1f16b91dffb,6.406283999999999,6.135778,10.680061,7.326091,21,0,3,0,23121,18449,3890,3824,2775,46,511,2352,385,1897,4.273777000000001,1.1903129999999995,0.5461341223332871,0.5673370408154298,0.1569950273522174,0.4681717936329961
2266,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,bfd293de0551fafdf8ef7dc4bab500587f508444d73a356551926012ef73cf94,6.406283999999999,6.260018,10.193379,6.775305,17,0,4,0,23121,18959,3890,2897,2775,46,511,2154,40,857,3.7870950000000008,0.5152870000000007,0.5461341223332871,0.542154606864815,0.20689993146731736,0.4977916114055993
2267,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,2b6c970ffb39b8cb3b5c637c53b12544329f0b7189a2f0cd10a6c05153b23294,6.406283999999999,5.996269,7.524552000000001,10.51549,5,0,5,0,23121,22035,3890,3983,2775,46,511,1909,769,1180,1.1182680000000014,4.519221,0.5461341223332871,0.5806503205823488,0.4523254026763414,0.17704776813572504
2268,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,cd2038544fbe5dfdf4e0daa8d6da82835aed576414311796b2f59069b8a32d9f,6.406283999999999,7.013242,11.765933,7.5446649999999975,4,0,6,0,23121,24312,3890,5731,2775,46,511,3211,2632,3454,5.359649000000001,0.5314229999999993,0.5461341223332871,0.5182593452198331,0.02940349251127658,0.4756318854197562
2269,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,e8fd8b6a9afc846cc9e8b31c2f7f12e4564f5ac782cca0dc67e3e0efcee1243e,6.406283999999999,6.279045,8.451272,11.671947,4,0,7,0,23121,847,3890,441,2775,46,511,152,27,135,2.044988,5.392901999999999,0.5461341223332871,0.3951993616390429,0.3710990034495523,0.0
2270,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,118014a8ab58d7752605e46e51de26350700b676a4244e5081b241bf7f5977d7,6.406283999999999,6.718531,6.73365,8.793569,3,0,8,0,23121,30633,3890,5207,2775,46,511,2625,116,896,0.3273660000000005,2.075038,0.5461341223332871,0.5364979127540854,0.5191097943010439,0.3643824948287329
2272,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,880a0458ce8acaa20c597f1f22ea0b2f2fc6869cf0b8f44cb144f8a6779c69df,6.406283999999999,6.429209999999999,7.2813339999999975,7.617999,3,0,10,0,23121,5164,3890,1510,2775,46,511,748,65,336,0.8750499999999999,1.1887890000000008,0.5461341223332871,0.4857847110098044,0.4730962863300665,0.3684755697488313
2273,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,32eb150eef2dd67a6656fc6cc4e20e0dfb798303eb06b9fa212d8bb7ead39bbe,6.406283999999999,6.82224,7.0755479999999995,7.958191,2,0,11,0,23121,18193,3890,3939,2775,46,511,2235,170,830,0.6692640000000001,1.1359510000000004,0.5461341223332871,0.5124702226878252,0.4905061144693552,0.41566901763106817
2274,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,35765202c36f5e165c5b0b8154e9668edf29053bd3d57539d77d6e81d752efbd,6.406283999999999,6.367458,7.251283,9.819108,1,0,12,0,23121,27477,3890,5055,2775,46,511,2416,724,1716,0.8449990000000005,3.45165,0.5461341223332871,0.5628075597127695,0.4756479200575879,0.2703403921705674
2275,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,49d23e4f9d22aecdc03eeeec13ce5498b68b7f7cd9f4d36f20de7cd3ebf1c1f6,6.406283999999999,7.0754800000000015,9.006979,8.460041,1,0,13,0,23121,17694,3890,4549,2775,46,511,2749,1188,2140,2.600695,1.3845609999999997,0.5461341223332871,0.5000023265074502,0.3206021606863301,0.3827617860558507
2276,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,c546e234a3f234e9d091113669f4baa168b55d8b0574bd5677f30ab48e3b0b49,6.406283999999999,6.6295990000000025,10.068222,7.9815559999999985,1,0,14,0,23121,15863,3890,3778,2775,46,511,2703,1679,2686,3.661938000000001,1.3519569999999987,0.5461341223332871,0.5260833908328743,0.2193649952577231,0.4105219652437797
2277,c7e8103e51313f141c671fab721893beb5dcb452792ad0712567cc472c2437f8,b09ac6d295493de2985bb99b78715328b0f959361d939c5891cd0dd98fee9eee,6.406283999999999,6.488849,7.6985470000000005,8.334521,1,0,15,0,23121,22980,3890,4623,2775,46,511,2686,597,2383,1.292263000000001,1.8456720000000004,0.5461341223332871,0.5485843258509034,0.43733291460242296,0.39490327563316907
2278,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,b61418560a31c69396be3b0379b716ea40650d7f30ec394ba105888916ca0749,9.633754,10.418057000000001,12.257073,12.32971,66,58,1,2,6780,5337,5122,4367,2622,108,1033,2184,122,909,2.6233190000000004,1.911653,0.2885248648069572,0.19777308968735666,0.013821790750049415,0.0
2283,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,7bfe83b1ed30ed6bac1f8f8262d06ba5ab026c635e95c9aa41d6863f9321b812,9.633754,8.56064,11.796878,12.541001,18,1,6,74,6780,3707,5122,2666,2622,108,1033,1082,132,509,2.1631240000000003,3.9803610000000003,0.2885248648069572,0.32795515097537603,0.07332695724392277,0.0
2284,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,ff5208ec9abb6b86ed7421ce0b6f2b4bc60e38bed5f94e4185f411de390e219c,9.633754,6.5645039999999995,10.9845,11.109867,16,18,7,11,6780,2480,5122,1445,2622,108,1033,1021,52,859,1.350746000000001,4.545363,0.2885248648069572,0.4695834594445868,0.1600469100328678,0.0
2288,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,b75b2b4379ac08730babbe488b6f68cbfcb913542d1b8f1ad9723019538e54e6,9.633754,7.059728999999999,8.471675,11.984376,9,0,11,0,6780,355,5122,288,2622,108,1033,240,17,74,-1.1620790000000003,4.924647,0.2885248648069572,0.2308187743487587,0.3908281731447062,0.0
2289,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,6bad96d3def3ea231c52ad8751afa90f95c5cb8b2f589da7bfc8c1af0996cc81,9.633754,8.434127,11.584214,12.555352000000001,7,6,12,32,6780,3144,5122,2025,2622,108,1033,1307,325,1065,1.9504599999999999,4.121225000000001,0.2885248648069572,0.3137913243015487,0.09723661792441096,0.0
2290,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,491bc0b9fe7368582add7da83a304ef1e63b5c3640cf79b5a2335ff7bd0ae8c9,9.633754,7.659149,10.908866,11.93197,6,7,13,40,6780,2176,5122,1235,2622,108,1033,1066,93,1011,1.275112,4.2728209999999995,0.2885248648069572,0.3446416773162712,0.16763261807036453,0.0
2291,4328152df7f7ed0919f928af6794ab1096aca73aefa36d95fdde09c00e738858,7723bce854af4606a8bec54124a64c604ac49113a48f66d0df448ee614f3611e,9.633754,8.380933,11.286581,12.57751,6,2,14,82,6780,2607,5122,1724,2622,108,1033,1214,165,906,1.6528270000000005,4.196577,0.2885248648069572,0.3027106152130234,0.12907871126648493,0.0
2293,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,08bb84061acc9127a96af4e6d834d5ee13940d988573a9e32dff528336a6b460,6.575359,6.8200460000000005,7.936161999999999,7.406519999999999,40,29,1,20,28396,36581,4554,6455,2561,117,741,2855,371,2224,1.3608029999999998,0.586473999999999,0.5408248001698456,0.5397735838747785,0.4280099032879084,0.4937861393765758
2294,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,9e46f14112e19acfcdb9764347cd1f5ab1f958b003eb5c6aa05019c66a2f79a3,6.575359,5.9407510000000014,11.217595,6.7794880000000015,37,20,2,10,28396,27548,4554,4486,2561,117,741,2594,103,835,4.6422360000000005,0.8387370000000001,0.5408248001698456,0.5907438101831638,0.12065234006818247,0.5234419654426372
2295,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,7c43548c87f0efba86580e309a1a380c6d3fc129797e4a6ee4bb51a2aa10b0d4,6.575359,6.657048,7.739897,6.949296,30,22,3,10,28396,36214,4554,5869,2561,117,741,2437,202,1523,1.1645380000000003,0.29224800000000073,0.5408248001698456,0.5475877424463321,0.4446662686204591,0.5246256604892551
2296,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,7d4ecdc4342f1fac22c4c6534145045bcd79b6041b6dec4f4063e46197688187,6.575359,6.6875279999999995,9.994066,7.0076089999999995,27,25,4,2,28396,12382,4554,2756,2561,117,741,859,40,218,3.4187070000000004,0.3200810000000001,0.5408248001698456,0.5023079549620089,0.2435180265983088,0.4741313747433342
2297,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,66b1c5581f38d6897b17230d0853615985e9311cac806aa0177df5465a58531e,6.575359,6.4642029999999995,6.633189999999999,7.5074830000000015,25,28,5,13,28396,31207,4554,5262,2561,117,741,2615,209,1317,0.0578309999999993,1.043280000000001,0.5408248001698456,0.5571874172461986,0.5361516449598691,0.4733869705760318
2298,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,260e635c04bec8b7353c1353fd32289572ee41a03b59f15cd810055f6ab0d471,6.575359,6.726597999999999,8.813274,6.712777,21,17,6,10,28396,27021,4554,5262,2561,117,741,2456,129,665,2.237915,-0.013820999999999195,0.5408248001698456,0.5364152280016059,0.3517740740903393,0.5375143286146177
2300,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,612beb4a1726abde65a12933380d07fdcb5cc2f128010fc57832ec08b4ff91ea,6.575359,6.5035110000000005,11.396002000000001,6.515466,17,4,8,37,28396,25530,4554,4461,2561,117,741,2316,128,662,4.820643000000001,0.011954999999999494,0.5408248001698456,0.5455268502738294,0.1011493912974202,0.5445614507910541
2301,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,c04ef402904ddf5aea9552272eb5cc4b3190e1f00b5d883c2e2ccf5192565c68,6.575359,7.015378999999999,7.485258999999999,7.842647,14,25,9,3,28396,8081,4554,2846,2561,117,741,815,111,285,0.9098999999999996,0.827268000000001,0.5408248001698456,0.4755982119886175,0.4660746254627638,0.4011779679041964
2302,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,a53aac8102e9b5972b6ec4442170305b15e37be95cdc3bea45b519fcc6092867,6.575359,4.903098,10.651530000000001,6.6907070000000015,8,0,10,0,28396,16182,4554,2903,2561,117,741,1286,3,4,4.076171000000001,1.787609000000001,0.5408248001698456,0.6545897578713565,0.17936562882711796,0.5052707665917343
2304,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,d9624dcc88e46211f27e3188f04038d8a8c6323cf00e9e6bd2602d58adf4f535,6.575359,6.522195,7.3427789999999975,7.122378,7,7,12,22,28396,31377,4554,4528,2561,117,741,2795,102,696,0.7674199999999995,0.6001830000000004,0.5408248001698456,0.5448088292974866,0.4779569355077341,0.49586164239200803
2306,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,8017104e208e39345630590d2e74ba59a1ae8e97cc4514853d8a6156a79a1f6d,6.575359,6.9317899999999995,7.4787919999999986,7.77577,4,0,14,0,28396,34123,4554,6365,2561,117,741,2688,516,1527,0.9034329999999996,0.8439800000000002,0.5408248001698456,0.5303434106122638,0.4666154307940327,0.4634553537540802
2307,ea8c0cffaa238f60fde68b244ea136570acece897e88067e6bd3a298bec58f14,7fb5aef3702bedb648c5117e2fa998013a821e87a73e2939e72aad84a564d4b0,6.575359,6.800306,8.338686000000001,7.483549000000001,4,0,15,0,28396,26755,4554,5529,2561,117,741,3067,877,2278,1.7633270000000012,0.6832430000000009,0.5408248001698456,0.5332017288374883,0.393403547111552,0.4783933561305441
2308,07624617c0fef638807377f45083a71db8872bb02d17a85c66b624e5793992bd,301d4e084f537e5c2c74b34e5e3f6d56b675f83d783bed1c3a763d06607f88f2,5.538246,6.4892330000000005,7.4274460000000015,8.749333,453,0,1,0,30842,37172,3650,5479,2392,270,2923,2860,972,1796,1.8892000000000009,2.2601,0.6133257919228502,0.5572494812336459,0.4563685672722466,0.3721943188786431
