,ID1,ID2,H1,H2,Hx1G2,Hx2G1,N1m2,N2m1,R2b1,R1b2,N1,N2,Nuniq1,Nuniq2,Ntweets1,Nfriends1,Nmentions1,Ntweets2,Nfriends2,Nmentions2,KL12,KL21,Pi1,Pi2,Pix1G2,Pix2G1
7449,0efb4b4f8b62870c0616109c542fea001d3ad90ffbe3e5e2ee8c7bf309b5cadf,b8fb6562aa2a93303e4cdfe49e5df1cb25851b49346401a7f9b9d10661e35f00,6.098884,7.26301,8.4376,10.540009,31,36,12,11,34060,16546,8258,4983,3243,180,3700,1366,166,1724,2.338716,3.2769989999999987,0.6056288582930129,0.4900639009672618,0.4271987655276985,0.20077061589699371
7450,0efb4b4f8b62870c0616109c542fea001d3ad90ffbe3e5e2ee8c7bf309b5cadf,2d3d9a665e37523e5d02906bb9390e8a3e54de3eca9a1622978efa54b0218216,6.098884,3.9585410000000003,7.855735000000001,10.272072999999999,27,34,13,5,34060,8149,8258,2920,3243,180,3700,632,159,873,1.7568510000000008,6.313531999999999,0.6056288582930129,0.7293018525923561,0.4729353863962679,0.16346854888165585
7452,0efb4b4f8b62870c0616109c542fea001d3ad90ffbe3e5e2ee8c7bf309b5cadf,db9f8f4c001d2f3d040cedb64e40a25c0e70493f7c68de2d6c7ab3c508951e2b,6.098884,6.808975,7.8580570000000005,7.464917999999999,21,30,15,1,34060,889,8258,531,3243,180,3700,97,26,118,1.7591730000000003,0.6559429999999988,0.6056288582930129,0.35091849400960345,0.4727547498625611,0.26775672084252583
7453,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,1c480eaea84993cd56e855b7b9d4fea70c2f02cafe38a734cc601762c66b7285,6.5788210000000005,6.957078,11.546389999999999,7.105022,58,0,1,0,21891,32723,4487,6372,2570,167,968,2907,74,646,4.967568999999998,0.14794399999999985,0.5397505087358488,0.528427038405331,0.08191345524709838,0.5168399567939858
7454,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,50e700ef71d44717384cf151cc3d81cde398741de1458d3f3e7a7ffe78e41c7a,6.5788210000000005,6.697918,8.919825,6.984589,55,0,2,0,21891,31074,4487,5541,2570,167,968,2104,132,886,2.341003999999999,0.2866710000000001,0.5397505087358488,0.5414101988520927,0.3410373305718881,0.5186752756988325
7455,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,77600b894e43b8db3c01674a4eb131fd33705c6ae22d6864403ef7dae5760217,6.5788210000000005,6.883056,11.261745,7.2357679999999975,52,0,3,0,21891,24351,4487,5143,2570,167,968,2125,401,1219,4.682923999999999,0.3527119999999995,0.5397505087358488,0.5226731472407466,0.11382282666106172,0.4941751875270256
7456,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,a7f314606647b32c41478f2ebe8fe9bea86d5b01139b6f09187f055708c16ffb,6.5788210000000005,7.060867,11.190286,7.1328270000000025,42,0,4,0,21891,35946,4487,6628,2570,167,968,2431,318,1252,4.611465,0.07196000000000069,0.5397505087358488,0.5224316684840987,0.12156927116883998,0.5168130575151341
7457,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,120b47afe5861f668b9ef0df87c52ea0c2fa42c34dd7e8b1ba47f035eeb41ae4,6.5788210000000005,6.740031,10.271861999999999,6.905539999999999,42,0,5,0,21891,45861,4487,7168,2570,167,968,2940,120,755,3.6930409999999982,0.16550899999999924,0.5397505087358488,0.5512184987062307,0.21520196331766991,0.5385522105025061
7458,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,222f46ea07f9a53e45c6b6861121436585b050b32a5de39afb515495f1de39b2,6.5788210000000005,6.9462720000000004,8.799796,7.360813999999999,42,0,6,0,21891,36346,4487,6747,2570,167,968,2976,176,1644,2.220975,0.4145419999999991,0.5397505087358488,0.5322824761166765,0.35173974723037515,0.499928795111731
7459,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,1da2d886f70fb91e47f940c16cac54a63251daee3fea218e0992cb6504c3c621,6.5788210000000005,6.930953999999999,7.2647429999999975,9.107257,21,0,7,0,21891,36806,4487,6567,2570,167,968,3064,108,838,0.6859219999999988,2.1763030000000017,0.5397505087358488,0.5320546630822843,0.4835202136496664,0.3558723314420531
7460,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,14b54e6b350c621953eb24a670b36e943750346eabe8335e02c46d0edc140170,6.5788210000000005,6.730457,11.458311,7.144624,18,0,8,0,21891,22687,4487,4290,2570,167,968,2485,270,2112,4.8794900000000005,0.414167,0.5397505087358488,0.524941939143549,0.09199340566231344,0.4907463657668224
7461,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,4bb8a6cc810356fd228ff9d0e4e97148c1617790fc22e4bc0b05a9900c3ce7a5,6.5788210000000005,6.648667,9.097444,7.024063000000001,13,0,9,0,21891,29564,4487,5266,2570,167,968,2414,96,699,2.518622999999999,0.3753960000000012,0.5397505087358488,0.5426451102232726,0.3250777743762037,0.5126662502146547
7462,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,2ed4fd47e6b68d81b7bf1316fa13886dcfa2193ebdc6bb36370e59ed78ba430c,6.5788210000000005,6.92422,10.258792,7.056445,10,0,10,0,21891,32905,4487,6511,2570,167,968,2227,156,682,3.679970999999999,0.13222500000000004,0.5397505087358488,0.532128687581875,0.21647460064244325,0.5218181481763756
7463,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,c8a01008db94aefbd590123736169953004bcc0f4179dbc18a20fe454bcd9ba1,6.5788210000000005,6.682128,8.8447,7.343505,9,0,11,0,21891,7290,4487,1983,2570,167,968,699,76,327,2.265878999999999,0.6613770000000008,0.5397505087358488,0.4811201497453236,0.3477434796036485,0.4190975947946504
7464,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,04d990172db8fe9defe1aa77aa27e11b150dc62816f33ddf818683a110911d68,6.5788210000000005,6.528139,8.15359,7.638068,9,0,12,0,21891,15239,4487,3929,2570,167,968,1363,199,1206,1.5747689999999992,1.1099289999999993,0.5397505087358488,0.5366652927552211,0.4083041790280221,0.4432482854898255
7465,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,50c795c52d3cce8abaee8ca4ef637eae90d739243e8a7656640c029e3d3ff8aa,6.5788210000000005,6.8359820000000004,9.199032,7.441133,9,0,13,0,21891,10323,4487,3112,2570,167,968,1194,123,668,2.6202110000000003,0.6051509999999993,0.5397505087358488,0.4970330451355759,0.3158817036619386,0.44410265624721057
7466,64ba5dab66b11d782079e499d6b35b2e5951cb82c118687eb9da47cd070940b0,2d1a904a51611b0546ac2330d58992df150dbddc09e2891e36b7fe547605cfe3,6.5788210000000005,6.5568490000000015,10.000474,6.901528,8,0,14,0,21891,29155,4487,4939,2570,167,968,2282,289,921,3.421653,0.3446789999999993,0.5397505087358488,0.5465970590258716,0.2413642679124368,0.5189322390380058
7468,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,9f6b81afe4671d163be81f2b5124ff966aa788f24d901cd675f5b7961b1e927f,6.707286999999999,6.14369,6.909,8.92041,39,0,1,0,8336,665,2408,359,1096,134,721,91,34,75,0.2017130000000007,2.77672,0.4919019094792842,0.3895198653119423,0.4737850016702339,0.0
7469,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,7bf52ce355fc935978bfcc6581067dee38db88f52a8223f4f1aee1f36473564f,6.707286999999999,6.1249730000000016,7.0118160000000005,8.419171,37,0,2,0,8336,1062,2408,483,1096,134,721,132,45,132,0.3045290000000014,2.2941979999999997,0.4919019094792842,0.4230695081772135,0.4644843181525521,0.11223516944415284
7470,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,4e822474a0dc53b047fc2f55dc3fd92e57049395317b201b8a33c07e686e96cc,6.707286999999999,6.267467,7.432073,8.778369999999999,33,0,3,0,8336,3760,2408,1150,1096,134,721,453,48,548,0.7247860000000008,2.510902999999999,0.4919019094792842,0.4817684665107435,0.4259835352789415,0.20931912216127327
7471,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,cfd0f8c208e8fbbe8cb949bd317959431a2bc6ef5474608e6bd34709d9f9f405,6.707286999999999,5.500312,6.1572010000000015,9.858243,11,0,4,0,8336,386,2408,202,1096,134,721,57,11,42,-0.5500859999999985,4.357931,0.4919019094792842,0.4086392632099154,0.5404680771785092,0.0
7472,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,1638fba38f36c2737eb655aa570d1cac11537d64e44c96c09525f5305579ca87,6.707286999999999,6.567917,8.348376,8.227207,10,0,5,0,8336,23732,2408,4508,1096,134,721,1916,511,1343,1.641089000000001,1.6592900000000004,0.4919019094792842,0.5408825879023523,0.3390495685172753,0.4022936776227246
7473,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,4418b4ddbe34d3bd20bf152202681378ad18ea81292b1c28595b944ef9168afc,6.707286999999999,6.481472,10.373905,7.382119,7,0,6,0,8336,22646,2408,4534,1096,134,721,2295,911,2715,3.6666180000000015,0.9006470000000002,0.4919019094792842,0.5481589603732043,0.12482815856347955,0.4744048704871612
7474,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,1954df5ff6214686bdb63ecd5e0d727957a158a2515557be16f5eaec08610432,6.707286999999999,7.030556,10.304861,7.4388809999999985,7,0,7,0,8336,28300,2408,6073,1096,134,721,2804,1277,3020,3.5975740000000016,0.4083249999999996,0.4919019094792842,0.5200716239324052,0.132973778402036,0.487639690316618
7476,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,d8629bfedf4b982b9ad623cdcdf7a0a9736dff60f407b38e33184c77ae72457d,6.707286999999999,5.948501,8.528188,7.049939,4,0,9,0,8336,31493,2408,4297,1096,134,721,2589,514,1577,1.820901000000001,1.101438,0.4919019094792842,0.5881092313743028,0.321443040464146,0.4987111658233224
7477,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,d2d47c1171cbca438319b8d193102f3b1cc20317495db568bc4107dba1fa0738,6.707286999999999,6.760662,8.455622,7.705853999999999,4,0,10,0,8336,17284,2408,3843,1096,134,721,1506,535,1242,1.7483350000000009,0.9451919999999996,0.4919019094792842,0.5161581478196674,0.32857231104896817,0.4358443919295261
7478,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,f87a3dc607e6888ed393a58f4f8bf64ef4e10fee3fd1992194a8597a92fe4590,6.707286999999999,6.7262330000000015,7.4923210000000005,11.583577,3,0,11,0,8336,21093,2408,4180,1096,134,721,1863,531,1444,0.7850340000000013,4.857343999999999,0.4919019094792842,0.523825823681307,0.4203978946430949,0.06627661324283758
7479,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,e9b770cab162a3c71a3e56f34a1b88d053b8778c18c07f8cf013d0c8c02fa19f,6.707286999999999,7.1468929999999995,8.182149,8.181888,3,0,12,0,8336,19995,2408,5120,1096,134,721,2679,450,1667,1.4748620000000017,1.0349950000000012,0.4919019094792842,0.5011302434124147,0.35515460407403543,0.4154503465189544
7480,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,7a6e7310c087920ade9dfedfb686cec0f1463f81f4ef4b3e4525e927495a08aa,6.707286999999999,3.565058,10.141408,7.215047999999999,3,0,13,0,8336,27644,2408,3719,1096,134,721,3222,11,14,3.434121000000001,3.6499900000000003,0.4919019094792842,0.7656443611232677,0.15188758267453178,0.4758372500270555
7481,9768559f428a90ba14587f280c6a3d5a957df8b9831d963e4e979c11e167cc40,cbf5feef4de97be12e7f50db36d5dec86507e8b23d543930ed90f7b650220ed0,6.707286999999999,6.942568,8.04198,9.098549,3,0,14,0,8336,34009,2408,6463,1096,134,721,2778,825,1260,1.3346930000000017,2.1559810000000006,0.4919019094792842,0.530310408083333,0.36861340442541696,0.35535294484708324
7483,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,d86906f8fd95bd3767fc428f62e79d407cae406aedfae61f76b9c08ac14d8a2e,6.503707,6.34554,6.916658,7.357127,62,59,1,1,11936,21037,2657,3584,1267,88,376,2398,94,463,0.4129509999999996,1.0115870000000005,0.5160935934187875,0.5467206661145357,0.4797520207827491,0.4612095628363024
7484,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,295453ea4ee0e263ab5568d701173597d73a90c1a17297fff9f7cfc2d726e793,6.503707,6.5983220000000005,10.25863,6.612048,15,6,2,41,11936,20545,2657,3677,1267,88,376,2556,132,917,3.754923,0.01372599999999924,0.5160935934187875,0.5271456783274153,0.15225023417963654,0.526001598671455
7485,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,5ed9b7718e06e35c9fe3bdfdd73a670b42adf031825423e6dabb8dbe4ff686c7,6.503707,5.8390580000000005,5.793684,8.098251,12,7,3,1,11936,235,2657,162,1267,88,376,26,1,7,-0.7100230000000005,2.259192999999999,0.5160935934187875,0.3280298687562728,0.5770661356626107,0.0
7487,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,621eb41366b8f23555b24eca130914b9016aaab968a2d045658fdf573c022d1d,6.503707,6.617541,9.870216000000001,7.267133,6,0,5,0,11936,26591,2657,4541,1267,88,376,2924,572,2045,3.3665090000000006,0.6495920000000002,0.5160935934187875,0.5372628735963078,0.19483978760283344,0.4840615554540239
7488,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,301d4e084f537e5c2c74b34e5e3f6d56b675f83d783bed1c3a763d06607f88f2,6.503707,6.48434,7.9785309999999985,7.185661,4,0,6,0,11936,37217,2657,5465,1267,88,376,2860,972,1796,1.474823999999999,0.7013209999999992,0.5160935934187875,0.5575050805448954,0.3830001525099031,0.5017881056982779
7490,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,0b6a2db7455e7b0a5e8ec608cc79961eedcc0ad1d5f3e23d7a5c4ca594cd0987,6.503707,6.547951,10.536125,6.748025999999999,3,0,8,0,11936,20684,2657,3918,1267,88,376,1955,447,1198,4.032418,0.20007499999999911,0.5160935934187875,0.5348792618645286,0.12038462775127068,0.518329393980941
7491,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,6c4fc9785252c7aa9952cf18b1cf734899416015e171bc79ea7a64ac7d2a3ce2,6.503707,6.976503,10.482377,7.275405,3,0,9,0,11936,30588,2657,6173,1267,88,376,2621,642,1674,3.9786699999999993,0.298902,0.5160935934187875,0.5252093188827074,0.12667239696071306,0.5016160585747039
7492,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,586731382d48719fddac73392894ffe03243e9aa6be660a7b4bdad745bb5b3e3,6.503707,6.504135,6.888272,7.762992999999999,3,2,10,101,11936,18807,2657,3381,1267,88,376,2229,155,1106,0.3845649999999994,1.2588579999999991,0.5160935934187875,0.5302510012483075,0.4822717692208508,0.42157073231105296
7493,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,adcb3eb13f4846ca91de1ebc734d0224b01ad507c1db491641200d19d17ecaee,6.503707,6.622057000000001,7.991797,7.454961999999999,3,3,11,21,11936,4145,2657,1536,1267,88,376,447,73,239,1.4880899999999997,0.8329049999999985,0.5160935934187875,0.4685467468846425,0.38175840394904703,0.38658467350402187
7494,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,6b1e146a11b6faf3787a0e3e936da5f30859d32c426f3c9a44882a7f5f372451,6.503707,6.44814,9.234248,7.2078630000000015,2,0,13,0,11936,15288,2657,3586,1267,88,376,1923,1007,1550,2.7305409999999988,0.7597230000000001,0.5160935934187875,0.5382388890708896,0.2610159800087129,0.4740914397552296
7495,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,6a11725b5ddc80a4b8f905af911e1e7f2df05bf5a3455ca645dfdfb1e4711ab9,6.503707,6.701996,10.351659,6.877545,1,0,14,0,11936,17708,2657,4217,1267,88,376,2027,169,724,3.847952,0.1755489999999993,0.5160935934187875,0.5263115817543267,0.14172404659019508,0.5118653345756405
7496,0b0e5daa405da92a342f64ee19e456ba9006a5c35ad0def03dd81ab4af9d289b,8f69c56bffd0cf4a02b164ecf4a95c42f2ca2a8c1c3769f98371008cc98e84d6,6.503707,6.892365,7.1362929999999976,8.401932,1,0,15,0,11936,27928,2657,6084,1267,88,376,2587,247,881,0.632585999999999,1.5095670000000003,0.5160935934187875,0.5310357981755225,0.4601441773720842,0.4092695662737809
7497,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,69b655114185908d77e5db0bfc9b61d2e8c809751db8cc4872142b39fa153f5e,6.673547,6.8845740000000015,7.282209,7.420661,73,56,1,2,28840,18887,4400,4070,2731,78,554,1703,161,863,0.6086619999999998,0.5360869999999993,0.5309972763079337,0.5092082060769348,0.4808486848710648,0.4642106505866167
7498,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,d665cbd5c9ff91ba9b22a7dcf8914dffe5bf1c7f99265985675fb9f19f746b9f,6.673547,6.59543,6.8823240000000006,12.968222,48,53,2,11,28840,31972,4400,4808,2731,78,554,2902,196,2008,0.20877700000000046,6.3727920000000005,0.5309972763079337,0.5420990870915322,0.5139301431510622,0.0
7499,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,cb1a30a1a620674650fb76461d7540e3a41bc5b1fb2e9cbd781c7a53d0246114,6.673547,6.153023999999999,8.587458,6.9179619999999975,34,34,3,1,28840,939,4400,471,2731,78,554,69,6,47,1.9139110000000001,0.7649379999999999,0.5309972763079337,0.4172401320367123,0.36894799602246703,0.32287885412426504
7500,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,828c445677f48a0c750d400e4c576142bb0f6e46bbf795d4ea298c47a4b67391,6.673547,6.672435000000001,7.78235,7.389417,31,6,4,67,28840,25998,4400,4461,2731,78,554,2469,190,1626,1.108803,0.7169819999999989,0.5309972763079337,0.5318449571588002,0.43871461219761065,0.4727667495229715
7501,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,6b98b4f1e6d4a4839d771bb14148f2e03596986e0a62843d1b1f2bcaa0368a02,6.673547,6.669300999999999,7.847676,7.261128,31,37,5,11,28840,26296,4400,4096,2731,78,554,2278,181,1749,1.1741289999999998,0.5918270000000012,0.5309972763079337,0.5273642369588977,0.43314603347146,0.4781087464909157
7502,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,fe6cf829eb1dbe6638015ec3fd6ec736b060064f0203f31ae0326175560bc69e,6.673547,6.629875,6.805377,12.622892,20,14,6,14,28840,35073,4400,5641,2731,78,554,3187,80,678,0.1318299999999999,5.993017,0.5309972763079337,0.5476903482310981,0.520236455744796,0.0
7503,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,e4e61d164e620f0c0fdc63e73ae7a6d02d7b38252c68f6bad6881ed2b48a1678,6.673547,6.766022,6.752083,12.586812,18,7,7,24,28840,18296,4400,4296,2731,78,554,2078,113,569,0.07853599999999973,5.8207900000000015,0.5309972763079337,0.5221063067838201,0.5245932463920674,0.0
7504,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,89b136b1c69bc143f0bad5ed1a7b1e66beb44ffb0fae306c6ea63ce82ab25029,6.673547,6.238346,5.902119,12.741574,12,15,8,1,28840,430,4400,272,2731,78,554,49,5,24,-0.7714280000000002,6.503228,0.5309972763079337,0.34290013204633296,0.5928959334784171,0.0
7505,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,c0f32674ef2512bc34fe2622522f0222096412d25f136c33c272a1101f1fe104,6.673547,6.597909,6.8463210000000005,12.386137,10,26,9,8,28840,24001,4400,4835,2731,78,554,2702,99,813,0.17277400000000045,5.788228,0.5309972763079337,0.5421969133241975,0.5168831701331582,0.0
7506,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,6c2abe004576c9e86f221a41b56f32d41cfdc4fc9018f4b8e387c628ba9d5517,6.673547,6.996911,6.887919999999999,10.17322,8,5,10,52,28840,32819,4400,6223,2731,78,554,2297,136,1354,0.2143729999999993,3.1763090000000007,0.5309972763079337,0.5240417372962453,0.5134707784580149,0.2581841215552822
7509,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,b5f0c0b238e0c31c4a255d212e05283dfed5be2e7d0e92f00928ffae070eaf20,6.673547,6.922928,6.6411089999999975,12.578453999999999,5,2,13,42,28840,15427,4400,3719,2731,78,554,1070,101,588,-0.03243800000000085,5.655525999999999,0.5309972763079337,0.5006092973653337,0.533636719134845,0.0
7510,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,e9aa18b944a953bb1151a65343ec35be9f3eb2016f4451d6f85e51815fef7c32,6.673547,7.139689999999999,6.894176,9.679753,5,3,14,32,28840,7207,4400,2610,2731,78,554,553,88,403,0.2206289999999997,2.540063000000001,0.5309972763079337,0.4585873757858641,0.5129571171882842,0.21292703088932047
7511,865a5f8532babada769e042e570b6de4ac57580332b93ef053db5f39ef104895,7c13471ed50592731b2b8b38502feee72384fa86bc64ffdceecab25c677d6941,6.673547,6.271396,9.768147,7.423595,4,0,15,0,28840,35693,4400,4560,2731,78,554,2488,714,3727,3.0946000000000007,1.1521989999999995,0.5309972763079337,0.5652862054696487,0.2613953626280443,0.4713093480978653
7512,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,a71e63368a29ee739c678998e7638c3b0a94b331016f2d3146489eb7e0891dd7,7.695808,5.684029,10.723825999999999,9.913927000000001,406,21,1,17,19858,13523,7254,4837,2958,164,2319,1691,126,1437,3.0280179999999985,4.229898000000001,0.4777725429506995,0.6142033845792957,0.2235723884480044,0.2572129285499151
7513,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,8fe03ac3da3b990a319a18dd2607b433fbd16263290f45172aa44cab8bd9f914,7.695808,6.76297,8.434569,9.216776,211,110,2,4,19858,18606,7254,5983,2958,164,2319,2089,200,1918,0.7387609999999993,2.453806,0.4777725429506995,0.5402940894141482,0.4187871356662796,0.3390225343933308
7514,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,e8417b2a63bade5b81a8f518f6dc8b81bda78fef5ceffe8bbb759d05a85cd9ec,7.695808,5.264545,10.05763,10.15819,74,70,3,3,19858,7006,7254,2223,2958,164,2319,864,77,573,2.361821999999999,4.893644999999999,0.4777725429506995,0.6130695255293733,0.28273385320561395,0.13849486570770178
7515,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,f5bb0ff840d45f6f10dc5dd5b861d1307a1416dc663155ea879fcca9aa14ab3a,7.695808,6.753961,8.587162,10.971461999999999,65,95,4,1,19858,1510,7254,900,2958,164,2319,220,36,238,0.8913539999999989,4.217500999999999,0.4777725429506995,0.4112618954614709,0.4063959945273278,0.0
7516,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,0023a0ab9913753fe449859bebd4031028b4b8e49ebd28a7b4d087b8ff0c5119,7.695808,6.9300630000000005,8.946951,11.340788,64,104,5,1,19858,4248,7254,1673,2958,164,2319,576,69,623,1.251143,4.410724999999999,0.4777725429506995,0.4453633706157453,0.3768778642901015,0.0
7517,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,65c16e20acc76bea1dc0ac3cb62573bdbf75d295c920db5f27a71e6664b26164,7.695808,7.00672,10.646294000000001,8.636378,45,71,6,8,19858,32832,7254,8821,2958,164,2319,3084,157,2927,2.9504860000000006,1.629658000000001,0.4777725429506995,0.54132496928998,0.23058430432659385,0.41579380892695056
7518,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,0ba7ef6f7419a15ffd5f055a2b71ec688f856287963f89db3227ffa5409f00b4,7.695808,6.137887,10.068767999999999,7.813814999999999,44,3,7,14,19858,3698,7254,1568,2958,164,2319,331,31,233,2.3729599999999977,1.6759279999999992,0.4777725429506995,0.5158550603770458,0.2817634619130113,0.3519755607922301
7521,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,8e1a2643e4c74853e6ea70e44aa4dd1a9deaab6fbd2ecbcec575bb73f721fe0e,7.695808,5.844175,8.197927,9.162804,23,19,10,1,19858,421,7254,263,2958,164,2319,57,5,47,0.5021189999999995,3.318629,0.4777725429506995,0.39284080685872624,0.4378591562370281,0.0
7524,ad32c8b3bee26ce43f0f793b04d8e5fca3ad71866c6fa427c9e71dd93eb4b30e,f86aa03261ba8b16e1f1dc6fc93e73a7210b2d9a68dfd809ed27fc6740616a54,7.695808,7.341409,9.881724,12.232672,15,8,13,70,19858,31695,7254,9829,2958,164,2319,2726,344,3304,2.185916,4.891263000000001,0.4777725429506995,0.52175771822783,0.2979836535278196,0.11689869225051774
7527,8ce34b7d2403eafa49f49007eebd20060394e47bcb886e1a7b10045d4cf0fb63,419d5186c7e65221412e6a3e1f7fe3432e2ed1a01cd6bedff242b548d2df8cb4,7.246206,7.166753999999999,7.7455630000000015,8.014892999999999,151,66,1,1,20570,5888,5053,2151,2766,190,1309,483,60,273,0.4993570000000007,0.8481389999999998,0.4922732993440755,0.44206010282672026,0.4511370135935245,0.3612365968447272
7528,8ce34b7d2403eafa49f49007eebd20060394e47bcb886e1a7b10045d4cf0fb63,a3ba8126664a3e314ad8969eac2a1fb41d1139c97f5a798c51399cdf2d7b8175,7.246206,7.15798,11.960764,7.490475999999999,116,46,2,3,20570,23595,5053,5712,2766,190,1309,2191,444,1420,4.714557999999999,0.33249599999999896,0.4922732993440755,0.5065435396985775,0.05162639848823268,0.4798159038619328
7529,8ce34b7d2403eafa49f49007eebd20060394e47bcb886e1a7b10045d4cf0fb63,fed030534e8d620d9878cc3cc46bb4e36ff8ac550143c51d79521d4a04f844a3,7.246206,7.170299000000001,8.369189,7.958962,84,92,3,3,20570,23246,5053,5572,2766,190,1309,2442,360,2201,1.1229830000000005,0.7886629999999988,0.4922732993440755,0.5041395862916012,0.3985781199564439,0.4399263414992749
7530,8ce34b7d2403eafa49f49007eebd20060394e47bcb886e1a7b10045d4cf0fb63,420162f1afa14a929815910e87ab72a609aa44d17c509e044c752b598b93e4ea,7.246206,7.045438000000001,12.164358,7.682322,52,16,4,22,20570,25351,5053,5983,2766,190,1309,2531,387,1862,4.918152,0.6368839999999993,0.4922732993440755,0.5180788589363201,0.02491102589471221,0.4671433480538566
7531,8ce34b7d2403eafa49f49007eebd20060394e47bcb886e1a7b10045d4cf0fb63,34e70d523477a78fa7fc025633bfe2048a0476f6bf683a11fd486e0f6bff5cc6,7.246206,6.2410830000000015,8.614208999999999,8.16692,41,20,5,21,20570,27397,5053,5175,2766,190,1309,2614,321,2316,1.3680029999999992,1.9258369999999991,0.4922732993440755,0.5738940873685521,0.3775380728768268,0.4174739548623819
