,r,Hx,CHx,CHxA,PiEgoGalters,PiEgoGaltersAndEgo
6406,2,7.011816,6.287327,6.542121,0.5290875065076681,0.5066111423652511
6407,3,7.432073,6.069964,6.366933,0.5480610756506266,0.522092760007687
6408,4,6.157201,5.97562,6.338911,0.5562399561945768,0.5245578093943786
6409,5,8.348376,6.482669,6.171087,0.511878731545192,0.5392567592542709
6410,6,10.373905,6.462562,6.132519,0.5136570549603444,0.5426193300095701
6411,7,10.304861,6.446696,6.099099,0.5150591528030735,0.5455284465684433
6412,8,11.502357,6.432771,6.080484,0.5162888960975399,0.547146974044497
6413,9,8.528188,6.37557,6.005621,0.521332353457889,0.5536427730755524
6414,10,8.455622,6.339271,5.975399,0.5245261603769961,0.5562590754890898
6415,11,7.492321,6.15808,5.821781,0.5403914213746155,0.569504460683457
6416,12,8.182149,6.1089,5.781843,0.5446757411174222,0.5729335496906101
6417,13,10.141408,6.041832,5.720932,0.5505034405329013,0.5781519600824268
6418,14,8.04198,5.998534,5.681465,0.5542566016379037,0.5815258620045409
6419,15,11.3132,5.990787,5.674903,0.5549273770748369,0.5820862671037411
6420,1,6.916658,6.916658,5.980339,0.47975202078274914,0.5612165471942451
6421,2,10.25863,6.695698,5.876584,0.4992809012733338,0.5700422679997331
6422,3,5.793684,6.641971,5.851182,0.5040002097901713,0.5721971240975798
6423,4,11.471194,6.578256,5.831862,0.5095822756111733,0.5738344910345249
6424,5,9.870216,6.502783,5.798798,0.5161741642029163,0.5766335547436914
6425,6,7.978531,6.347036,5.737339,0.5297085195206799,0.5818260383997303
6426,7,13.239074,6.345868,5.736504,0.5298096715465966,0.5818964922315725
6427,8,10.536125,6.315863,5.717729,0.5324064301813013,0.583479993324333
6428,9,10.482377,6.28659,5.700376,0.5349365855441072,0.5849424465010478
6429,10,6.888272,6.045571,5.577416,0.55564772607883,0.5952745273713853
6430,11,7.991797,6.042353,5.575432,0.5559228085529383,0.5954408008593373
6431,12,7.322874,5.879707,5.501812,0.5697771831468266,0.6016008910963611
6432,13,9.234248,5.867128,5.493442,0.5708446932311619,0.602300037800873
6433,14,10.351659,5.843308,5.482823,0.572864606102071,0.603186689930752
6434,15,7.136293,5.762704,5.425998,0.5796846607640515,0.607924679953216
6435,1,7.282209,7.282209,6.451932,0.48084868487106475,0.5489647968574127
6436,2,6.882324,6.407391,6.068045,0.5525577095123843,0.5797336094106745
6437,3,8.587458,6.402891,6.066332,0.5529203658521575,0.5798699139170951
6438,4,7.78235,6.259441,5.995169,0.564448751730104,0.5855246745356317
6439,5,7.847676,6.161495,5.942276,0.5722844420577335,0.5897179125020706
6440,6,6.805377,5.937087,5.780082,0.5901288379726471,0.6025247141316156
6441,7,6.752083,5.84889,5.71457,0.597101125977288,0.6076755741167265
6442,8,5.902119,5.837654,5.711371,0.5979877229579317,0.607926772114066
6443,9,6.846321,5.759745,5.650612,0.6041250524868879,0.6126921176640765
6444,10,6.88792,5.688385,5.592756,0.6097308412114143,0.6172197494090657
6445,11,12.663188,5.680007,5.586516,0.610388008550327,0.6177074888159177
6446,12,13.698985,5.67838,5.585147,0.6105156060308171,0.6178144792738879
6447,13,6.641109,5.628844,5.54602,0.6143967611067042,0.6208700336957248
6448,14,6.894176,5.614708,5.536216,0.6155030043796149,0.6216349610487784
6449,15,9.768147,5.601655,5.524822,0.6165239771080838,0.6225235917067435
6450,1,10.723826,10.723826,7.509684,0.22357238844800403,0.4923840031082744
6451,2,8.434569,7.915588,6.822645,0.46039272045737,0.5455035024614299
6452,3,10.05763,7.704947,6.718418,0.477052592335174,0.5534531871652856
6453,4,8.587162,7.516825,6.623268,0.4918251867557141,0.5606860982322007
6454,5,8.946951,7.34527,6.530886,0.5052113860848297,0.5676864166748531
6455,6,10.646294,6.96619,6.303448,0.5345087153762146,0.5848283490273718
6456,7,10.068768,6.851309,6.242112,0.5433122842380241,0.5894288882940488
6457,8,14.318293,6.850211,6.241699,0.5433962601376962,0.5894598335710577
6458,9,14.706346,6.848451,6.24042,0.5435308597740048,0.5895556638098812
6459,10,8.197927,6.834961,6.233684,0.5445622679606287,0.5900602970525168
6460,11,14.897002,6.828736,6.228694,0.5450380548327746,0.5904340538571133
6461,12,14.559039,6.828736,6.228694,0.5450380548327746,0.5904340538571133
6462,13,9.881724,6.632284,6.106498,0.5600017354607129,0.5995672328680266
6463,14,14.928947,6.632284,6.106498,0.5600017354607129,0.5995672328680266
6464,15,13.945611,6.630288,6.105013,0.5601532605132284,0.5996779954359795
6465,1,7.745563,7.745563,7.086678,0.4511370135935245,0.5052478170247532
6466,2,11.960764,7.63951,7.042868,0.4599414684830647,0.5087971492279852
6467,3,8.369189,7.196282,6.839621,0.4963421551461306,0.5251870540079341
6468,4,12.164358,7.170974,6.825864,0.49840181378145104,0.5262919179106583
6469,5,8.614209,7.010543,6.721877,0.5114122375961527,0.5346251241217911
6470,6,13.011542,7.006424,6.718811,0.5117452349081753,0.5348703357726452
6471,7,8.584441,6.98039,6.710274,0.5138487368754842,0.5355529585814923
6472,8,8.45659,6.838565,6.591555,0.5252718844840314,0.5450234720632081
6473,9,7.905563,6.758478,6.574729,0.5316957041450141,0.5463623690816035
6474,10,8.014822,6.715838,6.558497,0.5351080828700995,0.5476532135264577
6475,11,8.022746,6.57002,6.461653,0.5467369302041456,0.5553387120123215
6476,12,14.950271,6.569458,6.46118,0.5467816282121716,0.5553761820792263
6477,13,7.522835,6.525583,6.440689,0.5502683228076941,0.5569988125638389
6478,14,5.081818,6.525031,6.440206,0.5503121537688087,0.5570370454164421
6479,15,13.926111,6.525031,6.440206,0.5503121537688087,0.5570370454164421
6480,1,10.686872,10.686872,6.981682,0.16644712673758713,0.5032484831716778
6481,2,8.432797,8.544201,6.855443,0.3693538191937628,0.5136896226193925
6482,3,12.498667,8.542724,6.854522,0.3694848723307999,0.5137656070878209
6483,4,12.422549,8.496775,6.843086,0.3735571977336649,0.514708872481055
6484,5,13.202385,8.496775,6.843086,0.3735571977336649,0.514708872481055
6485,6,8.473971,8.312572,6.807916,0.3897928718871988,0.5176071160018151
6486,7,15.216477,8.312572,6.807916,0.3897928718871988,0.5176071160018151
6487,8,11.870365,8.312572,6.807916,0.3897928718871988,0.5176071160018151
6488,9,8.918516,8.206276,6.786779,0.39909813796035637,0.5193470252230338
6489,10,10.007583,8.194665,6.785289,0.400111816512054,0.5194696214663308
6490,11,12.82796,7.99802,6.718026,0.4171987681406914,0.5249965514693317
6491,12,7.02996,7.974706,6.701065,0.4192146140841657,0.5263879316624778
6492,13,11.212648,7.960877,6.693575,0.4204093563080425,0.5270020746561775
6493,14,12.274307,7.952302,6.689556,0.4211498180808686,0.5273315390340442
6494,15,11.219997,7.94215,6.686562,0.4220260937643728,0.5275769438200658
6495,1,7.183722,7.183722,6.323621,0.5102831992697617,0.5770570912176982
6496,2,7.129197,6.785951,6.194445,0.5414147254245056,0.5869139356636129
6497,3,11.213885,6.784447,6.194258,0.5415316077240682,0.5869281729658661
6498,4,6.864567,6.326764,5.987382,0.5768167143709045,0.6026226723166657
6499,5,7.057786,6.194394,5.923936,0.5869178185733349,0.6074135955927574
6500,6,7.157561,6.057114,5.84391,0.5973449960160572,0.6134416020578748
6501,7,7.96231,6.028198,5.825989,0.5995350456046872,0.614789237909703
6502,8,6.979534,5.968635,5.786171,0.604039381802211,0.6177805252056915
6503,9,7.323541,5.939736,5.767773,0.6062214869899057,0.6191612718333876
6504,10,5.97456,5.938467,5.76738,0.6063172568751873,0.6191907564444366
6505,11,7.005596,5.907732,5.747734,0.6086355127173044,0.6206641784040927
6506,12,7.052498,5.85187,5.70725,0.6128427537189853,0.6236972780939442
6507,13,7.139574,5.766761,5.645153,0.6192371957732001,0.6283414293742043
6508,14,6.967103,5.730836,5.619146,0.6219307069437459,0.630283505972588
6509,15,6.902287,5.667237,5.570137,0.6266909355060244,0.6339385282881754
6510,1,7.206541,7.206541,6.10926,0.4760055274988815,0.5676424953455044
6511,2,8.312187,6.91004,5.980711,0.5011712024691184,0.578117949176508
6512,3,13.158857,6.898117,5.974239,0.5021767263587881,0.5786439603814447
6513,4,10.943218,6.839166,5.950989,0.5071411352163959,0.5805325051794078
6514,5,13.080935,6.788272,5.913876,0.5114174404393663,0.5835435593523358
6515,6,11.088743,6.738796,5.894455,0.5155661215325343,0.5851174878004143
6516,7,8.698597,6.636498,5.848059,0.5241177451393374,0.588872718731646
6517,8,7.137367,6.447406,5.734311,0.539832680592046,0.598050666574426
6518,9,13.551725,6.443395,5.732041,0.5401647401495467,0.5982334121285359
6519,10,14.311222,6.441806,5.731307,0.5402962743888686,0.598292499088853
6520,11,10.099058,6.41415,5.717313,0.5425842515461862,0.5994186927224233
6521,12,12.285937,6.408677,5.71459,0.5430367339982053,0.599637760069432
6522,13,7.700754,6.285164,5.648681,0.5532221490691136,0.6049331186316018
6523,14,7.397395,6.183789,5.583351,0.5615449043782565,0.6101685881240838
6524,15,7.637303,6.126854,5.547184,0.5662046510064742,0.6130612589307239
6525,1,11.604477,11.604477,7.510043,0.15973024485765341,0.5013863776713404
6526,2,10.709028,10.083734,7.379713,0.2946651694139313,0.5113405331730444
6527,3,11.977865,9.857845,7.348304,0.31370766495689417,0.5137329325109262
6528,4,9.573186,8.846878,7.228027,0.3966176508439862,0.5228711568262361
6529,5,10.493756,8.637131,7.170718,0.41339564488502484,0.5272124413277421
6530,6,14.671456,8.630651,7.168908,0.41391185739212333,0.5273494184257476
6531,7,9.354351,8.217896,7.068495,0.44653851768220637,0.5349356293348428
6532,8,9.949744,8.003327,6.970426,0.46330769851553477,0.5423205309501407
6533,9,11.634606,7.943155,6.947088,0.46798752391091214,0.5440744494494171
6534,10,14.749331,7.940342,6.945434,0.46820606125097997,0.5441987013634998
6535,11,8.955683,7.785223,6.882712,0.48022393312308603,0.5489055377753089
6536,12,13.124692,7.774211,6.876184,0.48107463702466663,0.5493948618104527
6537,13,9.359216,7.637986,6.800202,0.4915717719027855,0.5550826205787135
6538,14,9.511812,7.539828,6.768628,0.4991053512048802,0.5574419955318404
6539,15,11.74767,7.47813,6.726522,0.5038278251259031,0.5605845984077681
6540,1,7.674519,7.674519,6.311139,0.464379074765948,0.5727917059592252
6541,2,12.568034,7.580848,6.302047,0.47200433355425775,0.5734968803336646
6542,3,7.15633,6.528232,6.022121,0.5558861357192089,0.5950972020351946
6543,4,10.446778,6.352704,5.958327,0.5695650305641892,0.5999900060889537
6544,5,13.923279,6.350714,5.956554,0.5697196220672731,0.6001258325041042
6545,6,10.792288,6.314286,5.924989,0.5725475720424974,0.6025425502519647
6546,7,12.119862,6.311209,5.922802,0.5727862758856983,0.6027098943335252
6547,8,7.285453,6.091442,5.765239,0.58976798733469,0.6147323434099874
6548,9,9.685732,6.086046,5.762218,0.5901832859422186,0.6149622011401666
6549,10,13.823532,6.084737,5.760544,0.5902840200967059,0.615089559625414
6550,11,13.081491,6.08431,5.76015,0.5903168788935632,0.6151195341853076
6551,12,7.659021,6.031871,5.730564,0.5943484359717649,0.6173691753587912
6552,13,7.029319,5.982531,5.699811,0.5981349301875849,0.6197050649694189
6553,14,13.125857,5.981749,5.699107,0.5981948900653039,0.6197585086659834
6554,15,13.470133,5.979884,5.697906,0.5983378823282581,0.619849678726625
6555,1,9.758315,9.758315,6.723768,0.2849006091196167,0.5395494213062464
6556,2,14.032849,9.707681,6.71193,0.28945035114503564,0.5404836046131474
6557,3,8.486296,9.233036,6.675031,0.33149677500115715,0.5433928869362598
6558,4,10.448814,9.024365,6.638989,0.3496621766831414,0.5462308607883317
6559,5,14.18074,9.002969,6.633241,0.351514443270383,0.5466831216818573
6560,6,7.144998,7.672562,6.494447,0.4633346245674544,0.5575752941790616
6561,7,7.757751,7.005298,6.217052,0.5172139207028895,0.5791830313213702
6562,8,7.300093,6.826443,6.124765,0.5314301009000937,0.5863245476337685
6563,9,7.739497,6.75103,6.09308,0.5373965466545665,0.588771059847091
6564,10,10.260393,6.729919,6.084982,0.5390638636542392,0.5893958941246457
6565,11,9.084105,6.662917,6.049186,0.5443471639827451,0.592155731292147
6566,12,6.896638,6.626853,6.029905,0.5471856288134651,0.5936408265716263
6567,13,8.083172,6.530155,5.978085,0.5547782138094075,0.5976271713878782
6568,14,10.988524,6.507855,5.966153,0.5565254381464689,0.5985440249742319
6569,15,7.33568,6.459238,5.943722,0.5603297842052083,0.6002665715957303
6570,1,6.69387,6.69387,6.051737,0.5038302026929204,0.5589148690587337
6571,2,6.524516,6.334068,5.88604,0.5348810167995839,0.5728879663937948
6572,3,9.095021,6.213216,5.828428,0.5452037948757392,0.5777237672422587
6573,4,8.428549,6.135714,5.784939,0.5517960614254792,0.581366456974232
6574,5,5.48256,6.131091,5.781866,0.5521886109402427,0.5816236062866761
6575,6,5.71354,6.126511,5.779057,0.5525774339703232,0.5818586353267583
6576,7,8.571562,6.080101,5.750074,0.5565132325786143,0.5842820440653919
6577,8,12.88293,6.066531,5.742139,0.5576625879451513,0.5849450198736491
6578,9,7.520047,5.954467,5.667276,0.5671292881219522,0.5911891647394818
6579,10,7.652602,5.900074,5.628287,0.5717082316867719,0.5944334867535976
6580,11,9.397947,5.861509,5.602696,0.5749484515033828,0.5965601019307537
6581,12,8.073459,5.830615,5.580808,0.5775404076736982,0.5983772126566546
6582,13,7.781164,5.778448,5.544124,0.5819095867444425,0.6014189821803316
6583,14,7.557959,5.739357,5.514329,0.5851774066264042,0.6038861377947445
6584,15,10.491086,5.726182,5.505405,0.5862775801910365,0.6046244931124891
6585,1,7.216611,7.216611,6.050927,0.4645360630657264,0.5641699350830949
6586,2,12.147762,7.135723,6.022837,0.47161160582022094,0.5665115908299074
6587,3,8.434568,7.084003,6.009951,0.47612248947366465,0.5675849041225398
6588,4,14.520708,7.07743,6.007827,0.47669503509712996,0.5677617642851305
6589,5,12.294486,6.993044,5.981133,0.4840309275367759,0.5699832023702895
6590,6,9.22584,6.908007,5.950812,0.49139622439793584,0.5725035472676729
6591,7,13.502367,6.871665,5.945849,0.49453566326174864,0.572915786147643
6592,8,13.393935,6.761217,5.863365,0.5040468273766493,0.5797549481594326
6593,9,13.819209,6.728105,5.842285,0.5068895213317361,0.5814991254644071
6594,10,12.858516,6.661212,5.790878,0.5126201699623201,0.5857463402878746
6595,11,7.167734,6.641975,5.783364,0.5142651815793694,0.5863664017243881
6596,12,12.035364,6.629626,5.777379,0.5153204766878133,0.5868601538598357
6597,13,12.869504,6.628079,5.776134,0.51545263825884,0.5869628491709977
6598,14,12.641643,6.622534,5.773374,0.5159262816885974,0.5871904926089361
6599,15,14.196794,6.620596,5.771967,0.5160917958896589,0.5873065314861972
6600,1,11.648167,11.648167,6.690997,0.01185085296257716,0.5132935957862507
6601,2,10.885209,10.557291,6.622047,0.14917091444977604,0.5191429884238417
6602,3,7.540209,8.943616,6.570376,0.3117414103762123,0.5235155559329542
6603,4,11.276811,8.783311,6.539672,0.3268620667514518,0.5261094064749028
6604,5,12.711094,8.705493,6.524846,0.3341514604185587,0.5273607197348203
6605,6,7.486151,8.310982,6.476606,0.37062785834962075,0.5314268895932245
6606,7,8.845808,7.680737,6.336558,0.42739475894894113,0.5431861218820331
6607,8,4.299075,7.680737,6.336558,0.42739475894894113,0.5431861218820331
6608,9,7.622371,7.646668,6.324711,0.43041483349519977,0.5441777809809666
6609,10,10.699131,7.481539,6.243281,0.44498610908363656,0.5509810020405378
6610,11,13.474365,7.462303,6.235996,0.4466764289395785,0.5515885450743606
6611,12,13.344484,7.456454,6.232981,0.4471901061403687,0.5518399328131874
6612,13,6.328914,7.451468,6.232981,0.44762788528060254,0.5518399328131874
6613,14,8.593905,7.348612,6.186098,0.45663703849444864,0.5557450418109053
6614,15,12.805833,7.338859,6.181255,0.4574891614580478,0.5561480161416663
6615,1,8.936461,8.936461,6.656666,0.34180965016953047,0.5348921749082571
6616,2,7.255912,6.938998,6.189728,0.5119474669568002,0.5723062928332854
6617,3,7.738685,6.683792,6.049111,0.5326983906574142,0.5834462793759866
6618,4,7.35679,6.472471,5.933114,0.5497294020243595,0.5925922063814361
6619,5,12.758159,6.443658,5.918094,0.5520410477830919,0.5937736082948811
6620,6,7.289864,6.401691,5.891098,0.5554035634564697,0.595895336585662
6621,7,7.612114,6.344536,5.864513,0.5599744955910609,0.5979826941821895
6622,8,7.212451,6.301792,5.835906,0.5633865417712047,0.600226522122565
6623,9,14.324502,6.299271,5.834277,0.563587611002623,0.600354223527654
6624,10,13.950809,6.28765,5.827348,0.5645142310975522,0.6008973193836605
6625,11,8.044098,6.269654,5.813747,0.5659483803914191,0.6019629631757909
6626,12,8.098313,6.236229,5.787849,0.5686095569330453,0.6039906019725957
6627,13,7.200821,5.985331,5.583282,0.5884799528625346,0.6199388411670139
6628,14,10.373391,5.969053,5.572679,0.5897627492952987,0.6207621815366962
6629,15,7.735577,5.936062,5.549822,0.5923602536303902,0.6225359686726138
6630,1,7.333752,7.333752,3.906367,0.3945555331620551,0.710984029719961
6631,2,14.035074,7.302801,3.905905,0.3976798852966157,0.7110231374565235
6632,3,13.161402,7.249787,3.906482,0.40301766660060323,0.7109742949689194
6633,4,13.887702,7.178729,3.890879,0.41014542066696874,0.7122945744300849
6634,5,7.942276,6.765442,3.880439,0.4510192611104138,0.7131773970594577
6635,6,8.143216,6.721357,3.868967,0.45532289086982347,0.7141469516200021
6636,7,4.855852,4.157077,3.691621,0.6896278484795522,0.729063840929755
6637,8,14.581279,4.156687,3.691701,0.6896612771112467,0.7290571423228996
6638,9,8.883783,4.15346,3.689858,0.6899378528373425,0.7292114545123781
6639,10,13.289316,4.152834,3.689527,0.6899915001521846,0.7292391672043929
6640,11,9.847602,4.139153,3.686865,0.6911635270736485,0.7294620237957674
6641,12,14.452707,4.137949,3.686859,0.6912666335726427,0.72946252606781
6642,13,10.366342,4.127631,3.687368,0.6921499799513364,0.729419916107204
6643,14,4.610136,3.931561,3.570886,0.7088500122582689,0.739141968950636
6644,15,14.701079,3.931561,3.570886,0.7088500122582689,0.739141968950636
6645,1,7.073283,7.073283,5.895187,0.48512346480523694,0.5833362851191821
6646,2,8.538614,6.823567,5.780975,0.5063358068359721,0.592614352540446
6647,3,7.240168,6.181755,5.497127,0.5598721115166025,0.6154936240262602
6648,4,10.613906,6.01621,5.38968,0.5734593124237889,0.6240881063700512
6649,5,6.939863,5.776747,5.239915,0.5929570177699484,0.6360073135871143
6650,6,5.807009,5.765339,5.233887,0.5938813142372732,0.636485594368714
6651,7,7.074741,5.659149,5.162512,0.6024651990377634,0.6421401189702712
6652,8,6.748989,5.570271,5.094425,0.6096222469265301,0.6475193998602944
6653,9,7.2673,5.321805,4.9231,0.6294986826585153,0.6609914560193252
6654,10,10.017891,5.307609,4.915039,0.6306284812655519,0.6616230871915815
6655,11,14.233311,5.306256,4.914088,0.6307361279012379,0.6616975908765936
6656,12,7.084706,5.290984,4.904269,0.631950794351455,0.6624666717074217
6657,13,7.095599,5.205916,4.83612,0.638703422727838,0.6677962639728773
6658,14,7.687674,5.166399,4.811503,0.6418325880355644,0.6697178990176935
